zip,year,sba_loan_7a,total_loan_7a,total_loan_504,sba_loan_7a_pp,total_loan_7a_pp,total_loan_504_pp
40206,2016,2011782.8534413823,2740006.3342443826,922067.1411606335,101.17087520449496,137.79262430195539,46.369984468726855
40206,2017,943738.8574071776,1258318.4765429036,NA,47.45983693272203,63.27978257696272,NA
40206,2018,615177.5556376532,1036630.1798624322,NA,30.93676417589405,52.131263759740115,NA
40206,2019,492500,695000,NA,24.767412622579833,34.9509680663817,NA
40207,2009,112756.26966841002,225512.53933682005,NA,3.6662744161407907,7.3325488322815815,NA
40207,2010,2687265.995366777,3106906.99521154,515120.66680200136,87.37655650680465,101.0211996492128,16.749168161339664
40207,2011,1195456.9237966675,1719272.800746217,NA,38.87032754988351,55.902220801372685,NA
40207,2012,5095454.917854226,6792493.602044314,NA,165.67891132675098,220.85818897884292,NA
40207,2013,1252937.2152780332,1733092.7394378013,NA,40.739301423444424,56.351576635922655,NA
40207,2014,1497776.7846766475,2184989.5298437118,NA,48.70026937657771,71.04501804076449,NA
40207,2015,2907150.2169639757,3935777.1933723562,NA,94.52610037275161,127.97194580953848,NA
40207,2016,1079447.2372996416,1595385.7149217962,528092.9990283629,35.098268161262936,51.87402747266449,17.170964039289967
40207,2017,873131.5506982916,1152162.977867203,NA,28.389905729094185,37.462623243934416,NA
40207,2018,711863.4491409797,1015340.6170873715,NA,23.146267245682967,33.013838955856656,NA
40207,2019,2971850,4145100,NA,96.62981629003414,134.7780848642497,NA
40208,2009,333703.0758920551,396467.45767570107,NA,19.043718306914062,22.62554686273475,NA
40208,2010,521582.4680868849,713761.2248187908,NA,29.765591969804536,40.73282113900535,NA
40208,2011,107820.86452225904,176936.80331857895,NA,6.153105319994238,10.097403602041828,NA
40208,2012,378294.8169455373,504393.0892607164,NA,21.58847326060248,28.784631014136643,NA
40208,2013,945951.657539553,1261268.876719404,NA,53.98343077895069,71.9779077052676,NA
40208,2015,23795.509028853423,47591.018057706846,NA,1.3579586274526863,2.7159172549053725,NA
40208,2016,288145.981612698,492467.6776653384,NA,16.443872716583805,28.10407337016141,NA
40208,2017,2415784.0811625784,3341169.6721886275,NA,137.86361246148368,190.67338196590924,NA
40208,2019,52500,105000,NA,2.9960623180962163,5.9921246361924325,NA
40209,2016,78585.26771255399,157170.53542510798,NA,347.72242350687605,695.4448470137521,NA
40209,2018,63061.50111096166,126123.00222192332,NA,279.03319075646755,558.0663815129351,NA
40209,2019,189000,252000,NA,836.2831858407079,1115.0442477876106,NA
40210,2010,1261509.9993432288,1401994.3457960666,NA,93.97422521925125,104.43938809565454,NA
40210,2013,795660.2726968203,1060880.3635957604,NA,59.271474426163614,79.02863256821814,NA
40210,2015,715187.2435894279,988835.5974212423,NA,53.27676129241865,73.6617697721426,NA
40210,2018,395546.9595683959,527395.9460911945,NA,29.4656555101606,39.287540680214136,NA
40211,2009,1491781.0521173754,1657534.5023526396,NA,64.6324271962816,71.81380799586844,NA
40211,2010,2205217.8988094525,2450242.109788281,NA,95.54256309559605,106.15840343955118,NA
40211,2011,1150503.9172035411,1569761.2019420175,NA,49.84636355459214,68.01097014609495,NA
40211,2012,1016921.5509288637,1355895.401238485,NA,44.05881681594661,58.74508908792882,NA
40211,2013,502230.40849317476,696430.4528291764,NA,21.759473527714345,30.17332233565168,NA
40211,2015,42303.12716240609,84606.25432481218,NA,1.8328117136348552,3.6656234272697104,NA
40211,2018,174049.7430662542,348099.4861325084,NA,7.540823320751016,15.081646641502031,NA
40211,2019,405575,729300,NA,17.57181231315801,31.59741778952385,NA
40212,2011,1026233.4592477579,1386742.1960093626,NA,57.124044489159914,77.19132735927428,NA
40212,2012,74411.53961996805,148823.0792399361,NA,4.142028367379241,8.284056734758481,NA
40212,2013,151202.24172056746,177884.99025949114,279686.64131160954,8.416489937131503,9.901752867213535,15.568418664715255
40212,2014,1501289.0351899327,1980592.3947096737,NA,83.56743864124311,110.2472805293445,NA
40212,2015,167097.35229150404,334194.7045830081,NA,9.301272045171391,18.602544090342782,NA
40212,2018,109979.25793751713,156392.5227551849,NA,6.1218623956313465,8.705400654338153,NA
40213,2010,1124832.0755167597,1344784.0416512424,NA,68.89820381702559,82.37069959887556,NA
40213,2011,2191749.35835786,3312035.78711965,547398.2352668536,134.2490112922859,202.86878519659743,33.52923161012211
40213,2012,135589.5401238485,271179.080247697,NA,8.305129249286322,16.610258498572644,NA
40213,2013,783604.8140195957,1232335.7758940652,378273.5033831348,47.997354772730354,75.48301947164433,23.170005107382995
40213,2014,13203.94929806449,26407.89859612898,NA,0.8087681794722829,1.6175363589445657,NA
40213,2015,2826113.288993492,3779784.4119609836,NA,173.1050648654595,231.51931961049758,NA
40213,2016,1752451.469989954,2493772.4954117136,NA,107.34114112397121,152.74852967118179,NA
40213,2017,1331551.3557214602,1896898.8866172908,3164072.235018691,81.56017124350485,116.18883294237969,193.80572308089495
40213,2018,2650096.522687053,3538506.9503382808,NA,162.32368753442685,216.74059477754997,NA
40213,2019,806250,1075000,175000,49.38441749356854,65.84588999142473,10.719098370697047
40214,2009,191414.02621310815,212682.25134789795,NA,4.203021962432659,4.670024402702954,NA
40214,2010,1086824.8316277182,1302958.978660903,NA,23.86423151437614,28.610051790894182,NA
40214,2011,106162.08199114737,198500.97622303077,160348.97800746217,2.3310808043376965,4.358635462277255,3.5209032982183954
40214,2013,200120.61404192753,272185.46702355874,NA,4.394199069911895,5.976581332035456,NA
40214,2014,525992.524237697,862376.336555188,NA,11.549614075747597,18.93584683490378,NA
40214,2015,618683.234750189,1036426.6154789492,NA,13.58489382877759,22.757599918294083,NA
40214,2016,338440.55294873257,459985.7670108161,NA,7.43139416250346,10.100253985569717,NA
40214,2017,362663.6325998889,595438.6506707807,NA,7.963278569230356,13.074494986403336,NA
40214,2018,412775.3616719107,533550.7485996244,NA,9.06361955276252,11.715575701541969,NA
40214,2019,125000,250000,NA,2.7447191603355146,5.489438320671029,NA
40215,2010,3244234.518108976,4382628.39879154,235907.03103542983,153.12382678571652,206.85459946153492,11.13451791359937
40215,2012,13558.95401238485,27117.9080247697,NA,0.6399657342891797,1.2799314685783594,NA
40215,2014,75790.66897089018,151581.33794178037,NA,3.5772251366824084,7.154450273364817,NA
40215,2015,1224040.98444422,1632054.6459256269,NA,57.77320925304291,77.03094567072388,NA
40215,2016,1194496.0692308208,1592661.4256410943,NA,56.37872606932651,75.171634759102,NA
40216,2009,20227.931514066382,40455.863028132764,NA,0.47699510727159156,0.9539902145431831,NA
40216,2010,1213622.0116905293,1418519.2344434757,103707.92185615514,28.61843591130071,33.4501198963255,2.4455378087616464
40216,2011,343312.6911890802,686625.3823781604,NA,8.095660885916953,16.191321771833906,NA
40216,2012,854485.2818604932,1157392.3144971707,548866.4584213387,20.149628171304105,27.29248271505107,12.942826854560302
40216,2013,450070.4572830499,600093.9430440664,NA,10.613117109983019,14.15082281331069,NA
40216,2014,67076.06243416762,89786.85522683854,NA,1.5817214713176508,2.117264961606304,NA
40216,2015,1284693.09301332,1732313.0573005292,NA,30.294363973243094,40.849695977091734,NA
40216,2016,986507.0606849279,1332806.1404049157,NA,23.26283539710255,31.428918348501796,NA
40216,2018,926625.6973244706,1265770.4502992225,1226924.56561487,21.85077221506993,29.848148897569327,28.93212360258613
40216,2019,2106625,2875500,279000,49.67635060249487,67.80720164123848,6.579102506661636
40217,2010,5268020.536044803,5977451.10039048,NA,414.2828354863796,470.07322274225226,NA
40217,2011,1123825.1648281615,1498433.5531042155,NA,88.37882705474689,117.83843607299588,NA
40217,2012,41273.456013699484,82546.91202739897,NA,3.245789242977311,6.491578485954622,NA
40217,2013,1941759.3341864725,2660452.200706257,322550.4943861857,152.70205522070404,209.22083994229766,25.36571991083562
40217,2014,852209.2955956784,1167968.5391095926,NA,67.01866118242202,91.85030977584087,NA
40217,2015,1167143.278410784,1748917.0347117737,NA,91.7854103814709,137.53672811511274,NA
40217,2016,255244.9495303754,510489.8990607508,NA,20.072739031957802,40.145478063915604,NA
40217,2017,1553463.711221754,2113328.429019155,NA,122.16606725556417,166.19443449348498,NA
40217,2018,255474.7533007279,340633.00440097053,NA,20.09081104912928,26.787748065505703,NA
40217,2019,407875,620500,236000,32.07573136206354,48.79679144385027,18.559295375904373
40218,2009,1174029.1450764127,1318398.7819968066,NA,34.875951194974085,39.16462531553357,NA
40218,2010,617096.3244689108,1068077.6303691054,197159.01627598723,18.331590305941564,31.728533712655004,5.856846278584417
40218,2011,2081219.1490347849,2905634.0669972887,590526.5810757573,61.82512399473561,86.31536306916462,17.54230404526505
40218,2012,1203628.3476794031,1668402.1733159309,NA,35.75523119387467,49.561898027981194,NA
40218,2013,951765.0676127924,1289023.221585192,NA,28.27332880648761,38.291988877556726,NA
40218,2014,4506262.830130438,6153172.412391033,1346802.8284025781,133.8639702382568,182.787404936905,40.00840175868396
40218,2015,520011.19064387685,926332.7270387873,1076614.5862832349,15.447559357272876,27.517830467836713,31.982134280463264
40218,2016,1011104.2494789573,1452046.1866140978,70202.83915654823,30.0360707447036,43.134782598523536,2.0854599755383725
40218,2017,137713.85012487794,195630.8898970229,NA,4.090955949406705,5.8114514421478445,NA
40218,2018,2264765.526298633,3361228.4584151455,174554.23507514189,67.27759041970808,99.8493437428377,5.185344000093333
40218,2019,989775,1399300,NA,29.402459673825863,41.56789353295903,NA
40219,2010,213683.90492339656,427367.8098467931,NA,5.49471328456367,10.98942656912734,NA
40219,2011,1450881.7872123474,2035879.093184399,930024.0724432806,37.30828221893974,52.35102710752138,23.914836391866096
40219,2012,4502576.094708687,5468597.332275057,NA,115.78019734908808,140.62067248515152,NA
40219,2013,467751.7966763125,623669.0622350834,244323.9625250842,12.027868977765243,16.037158637020326,6.282598228935797
40219,2014,316894.7831535478,475342.1747303217,2846771.4686627043,8.148699713377763,12.223049570066642,73.20248575851024
40219,2016,167386.62022774,223182.16030365336,NA,4.304215079527372,5.738953439369831,NA
40219,2017,2355292.950733894,3140390.6009785254,NA,60.564502834577745,80.75267044610366,NA
40219,2018,587480.9443497189,769854.8055626199,NA,15.106609692965076,19.79620986815346,NA
40219,2019,1149200,1545600,NA,29.550772712077965,39.74388644603872,NA
40220,2011,497634.75933350326,995269.5186670065,NA,14.998033735186958,29.996067470373916,NA
40220,2012,1563889.7557884685,2109773.2443270828,539104.0115324216,47.13350680495686,63.58569151076199,16.247860504292394
40220,2013,1977631.0212282583,2597549.4963193163,NA,59.603104919477346,78.28660326459664,NA
40220,2014,647151.9629967369,876953.4965802513,290486.8845574188,19.504278571330225,26.430183742623605,8.754878980030705
40220,2015,417722.2291651789,725287.1151994524,NA,12.589578938070492,21.859165617825568,NA
40220,2016,153398.4425749054,245186.03526316848,150883.71400810368,4.623220089659596,7.3895730941280435,4.547429596386488
40220,2018,1075501.289147229,1603376.502646867,NA,32.41414373560063,48.32358356379949,NA
40220,2019,205500,301000,NA,6.193490054249548,9.071729957805907,NA
40222,2009,518979.3697428951,625447.6424149325,NA,24.39271337389054,29.396862305646383,NA
40222,2010,2343320.3820020775,2826553.7119520437,1765313.966540487,110.13914185006945,132.85174431058675,82.97207964563297
40222,2011,652454.4622372598,917859.6672151283,NA,30.666218379265832,43.14061229625533,NA
40222,2012,348193.9390380429,491376.49340882694,NA,16.3655733708424,23.09534185978694,NA
40222,2013,1997884.1918059955,2683491.5217338414,NA,93.9031863040983,126.1276330952172,NA
40222,2014,3960698.8840851784,5442562.269067799,NA,186.15805997768277,255.8075892586858,NA
40222,2015,1166217.8975041064,1607836.1056251493,781550.2743254524,54.81377596842012,75.57041293594422,36.73389144225665
40222,2016,818386.9779585373,1256840.3816161135,384543.9100067642,38.46526499147102,59.07315198421289,18.07406984427356
40222,2017,2537643.592115697,3388687.385708352,NA,119.2725884619147,159.272766765762,NA
40222,2018,562483.3653093337,800427.0213012142,NA,26.437458418374398,37.62112339261206,NA
40222,2019,197500,290000,NA,9.282759917277684,13.63038165068622,NA
40223,2010,2296344.1123437183,2819487.89749591,983515.7863940867,98.11339937379698,120.46519536406366,42.02161018560507
40223,2011,954352.8828995852,1632242.0106138908,NA,40.77559850030272,69.73903057525703,NA
40223,2012,423039.3651864073,846078.7303728146,2441696.4385502636,18.074743225225692,36.149486450451384,104.32371025636674
40223,2013,3359454.484719908,4522136.499367787,NA,143.5357609365481,193.212411850792,NA
40223,2014,2136200.4090293916,3120621.377104562,NA,91.27111339582959,133.33139829543097,NA
40223,2015,1431960.854447446,2097177.529076282,NA,61.181835267995986,89.60382521154804,NA
40223,2016,2456114.4351238576,3571543.247000154,NA,104.93973232744531,152.59744699851117,NA
40223,2017,1853345.2727086379,2535479.296691678,NA,79.18586937443443,108.33066851919153,NA
40223,2018,1890079.3112977429,2503289.348100734,717387.6366382999,80.75536472111698,106.95532356764511,30.65104194139286
40223,2019,1350250,2057000,NA,57.690664387951294,87.88720358897672,NA
40228,2010,199438.31126183682,398876.62252367364,118523.3392641773,12.163097594793976,24.326195189587953,7.22835514204899
40228,2011,713884.708639429,1240769.3332715349,NA,43.53751958525517,75.6705088291477,NA
40228,2012,385345.4730319774,571645.5011621453,575984.3664461084,23.50097414356147,34.86281034104685,35.12742370226922
40228,2013,1081508.5928879,1531311.1510892338,NA,65.95771134280052,93.38971464836457,NA
40228,2015,31727.345371804564,63454.69074360913,NA,1.934948183924167,3.869896367848334,NA
40228,2016,470673.3634197234,645027.8773846432,NA,28.704846216974044,39.3381641388451,NA
40228,2017,450465.8648944606,720745.383831137,NA,27.47245623555898,43.95592997689437,NA
40228,2018,550930.4983058055,852288.7998148691,NA,33.59946931181347,51.9783374894718,NA
40228,2019,262500,350000,NA,16.009026041349028,21.345368055132035,NA
40229,2010,14530.505534790967,17094.712393871727,NA,0.3847407931472176,0.45263622723202074,NA
40229,2011,41469.56327779194,82939.12655558388,NA,1.0980369973201984,2.196073994640397,NA
40229,2013,2129797.6996430038,2973679.807048722,NA,56.39308654759456,78.73751706645278,NA
40229,2014,26407.89859612898,52815.79719225796,NA,0.6992320967015908,1.3984641934031816,NA
40229,2016,89482.42483536148,178964.84967072296,NA,2.3693283775614025,4.738656755122805,NA
40229,2017,133852.71414006827,267705.42828013655,NA,3.544171211376818,7.088342422753636,NA
40229,2018,647742.5148113538,872064.8865632666,745639.1891360107,17.15101847674832,23.090658155619103,19.743140549580605
40229,2019,120000,170000,NA,3.177377075224402,4.501284189901236,NA
40232,2015,3474144.3182126,4632192.424283466,NA,NA,NA,NA
40233,2014,18485.529017290286,36971.05803458057,NA,NA,NA,NA
40241,2009,108652.88927555656,208058.72414468278,604526.1818203839,3.623816471852602,6.93922303120711,20.16229802956288
40241,2010,497000.2716644973,602873.5237572095,NA,16.576068827819007,20.10717819288295,NA
40241,2011,375990.70705198025,635866.6369261431,703323.7931913513,12.540129641863064,21.20757218844489,23.457418977132086
40241,2012,3055862.8194952477,4219112.602125769,NA,101.91984856402787,140.71682627241333,NA
40241,2013,340231.8337794484,492934.31035762606,NA,11.347491371091898,16.44045993921976,NA
40241,2014,676042.2040609019,907375.3957629917,NA,22.547517061698358,30.262995556248267,NA
40241,2015,2248041.0563192125,3144920.2310711746,NA,74.97718895104602,104.89011209922872,NA
40241,2016,320077.79539323243,426770.39385764324,NA,10.67530918831446,14.233745584419278,NA
40241,2017,1058620.5234085477,1499871.1437525959,NA,35.307358283312134,50.02405175441403,NA
40241,2018,2843014.2668857067,3882469.60199791,NA,94.8208740581565,129.48903051722343,NA
40241,2019,33700,67400,NA,1.1239702498082247,2.2479404996164494,NA
40242,2010,400301.1818898296,472383.885817322,NA,34.59820068192131,40.828339310053764,NA
40242,2013,144665.5041266946,160739.44902966067,NA,12.50350078882408,13.892778654248977,NA
40242,2015,5287.890895300761,10575.781790601523,NA,0.4570346495506276,0.9140692991012552,NA
40242,2017,786642.1046385552,1057436.4417065394,NA,67.98981025398056,91.3946794906257,NA
40242,2018,25224.600444384665,50449.20088876933,NA,2.180172899255373,4.360345798510746,NA
40242,2019,300500,409000,NA,25.972342264477096,35.350043215211755,NA
40243,2010,228807.02715450843,256762.58015595333,194879.72129013768,21.33001092146065,23.936103305300023,18.167215557950747
40243,2011,366590.93937568075,488787.9191675743,NA,34.17460048249098,45.56613397665464,NA
40243,2012,3864952.7233222765,5342010.937615433,NA,360.301363225718,497.9967313895248,NA
40243,2013,737124.3233418522,1041162.9911814553,NA,68.71672632999461,97.06003460254081,NA
40243,2015,327849.23550864717,491773.85326297075,NA,30.56299389471867,45.844490842078,NA
40243,2016,772519.3767036434,1047489.2284298697,100589.14267206911,72.01634909141823,97.64978357694321,9.377192381100878
40243,2017,405161.86933936056,525114.493934114,NA,37.770287064357284,48.95259568696877,NA
40243,2018,2403147.6843365273,3338728.114818754,827366.894575817,224.0279373857115,311.24527965123093,77.12938329223614
40243,2019,2529700,3506600,NA,235.8254870886548,326.8947515614804,NA
40245,2009,18494.10881286069,36988.21762572138,NA,0.5389825667490656,1.0779651334981313,NA
40245,2010,1562314.2568632602,2096381.563235136,NA,45.53126386102236,61.09584015490152,NA
40245,2011,1340793.919897569,1841690.9515422585,NA,39.07539183101358,53.67327110839211,NA
40245,2012,389250.45178754424,632064.2002413322,NA,11.344110156137448,18.420546155723258,NA
40245,2013,13394.954085805055,26789.90817161011,NA,0.39037548701090125,0.7807509740218025,NA
40245,2014,2155914.433489374,2896418.3180234265,NA,62.830834770768334,84.41168997241355,NA
40245,2015,967684.0338400393,1401291.0872547016,550998.2312903393,28.2016738215848,40.83848941377034,16.05800225250894
40245,2016,380614.6466211365,640207.9809649399,NA,11.092432798680864,18.65788421195873,NA
40245,2017,173751.1193164348,257409.06565397748,NA,5.063711109970996,7.501794236994069,NA
40245,2018,4011014.165862494,5371326.4186272705,NA,116.894884325547,156.53910816971032,NA
40245,2019,807675,1341700,NA,23.53845481304462,39.10179815230379,NA
40256,2016,542631.2735551853,723508.3647402471,NA,NA,NA,NA
40258,2010,323602.9056159918,405144.6837347599,1703773.0019225487,11.968005681274892,14.983715512214205,63.011686893840334
40258,2011,140996.5151444926,165878.25311116775,NA,5.214561009818876,6.134777658610442,NA
40258,2013,734311.3829838331,982653.8317346588,NA,27.15749040215367,36.34209222732567,NA
40258,2014,192355.1333742035,291543.20050126396,NA,7.113988437967509,10.78232184996723,NA
40258,2015,386491.9455375326,635498.7277972455,NA,14.293869800567055,23.503041081299067,NA
40258,2016,185094.50055230217,370189.00110460434,NA,6.845463979892088,13.690927959784176,NA
40258,2017,77222.71969619325,154445.4393923865,NA,2.8559754316429324,5.711950863285865,NA
40258,2018,1961994.6471646836,2615992.862886245,NA,72.56165713098427,96.74887617464569,NA
40258,2019,121550,243100,NA,4.495358556159621,8.990717112319242,NA
40261,2015,521438.921185608,695251.8949141441,NA,NA,NA,NA
40272,2010,5698.237464623909,11396.474929247817,NA,0.15182344305189993,0.30364688610379986,NA
40272,2011,170744.01520242868,260981.78489490395,2012656.1377488356,4.549291676500817,6.9535805418017675,53.625070279996685
40272,2012,677947.7006192425,1030480.5049412486,NA,18.063191426495855,27.4560509682737,NA
40272,2013,541129.3551583526,721505.8068778035,NA,14.417812937183008,19.223750582910675,NA
40272,2015,42514.64279821812,85029.28559643624,463219.24242834665,1.132757188484976,2.265514376969952,12.341981307373619
40272,2016,18336.5624662626,36673.1249325252,NA,0.48855809619158586,0.9771161923831717,NA
40272,2017,1428517.3507533134,1959809.6622631229,NA,38.06131702955647,52.21703245931799,NA
40272,2018,214913.59578615736,286551.4610482098,NA,5.7261429123456615,7.6348572164608814,NA
40291,2009,11558.818008037932,23117.636016075863,NA,0.3122823258236865,0.624564651647373,NA
40291,2010,56412.550899776696,112825.10179955339,NA,1.524086856318601,3.048173712637202,NA
40291,2011,1044037.7250816899,1845893.2006210748,NA,28.206563059428593,49.87013564113781,NA
40291,2014,736912.4103249792,964944.614702553,NA,19.909018488274146,26.069719962785783,NA
40291,2015,1107813.1425655093,1575791.4867996268,NA,29.92957104245716,42.57285045657392,NA
40291,2016,70360.00969197335,82776.48199055687,NA,1.9009026231148578,2.23635602719395,NA
40291,2017,140030.53171576373,164741.8020185456,NA,3.7831774927260966,4.450797050265996,NA
40291,2018,7567.3801333154,15134.7602666308,538797.4654920564,0.20444642927852705,0.4088928585570541,14.556585764631125
40291,2019,31625,47500,NA,0.8544064408061814,1.2832982114875453,NA
40299,2009,933374.5541490631,1173220.0278158502,2895483.911013502,23.14056164990859,29.0868979252721,71.78589093872573
40299,2010,3411962.137880181,4479384.470940854,NA,84.59060711243785,111.0545300840673,NA
40299,2011,2304574.2168489723,3152018.56561841,1094796.4705337072,57.13584273829112,78.14599146196628,27.142592550730313
40299,2012,3577936.784788114,5194706.461224884,2506779.417809711,88.70551096536789,128.78905320998845,62.1489876734774
40299,2013,5136884.522181724,6867753.6992412815,NA,127.35551065282569,170.26784924361675,NA
40299,2014,4514747.1597914025,6019099.511218486,2186574.0037594796,111.93125473636798,149.22770574484906,54.21033850897433
40299,2015,6823164.446904235,9517912.777542127,1124205.6043409416,169.16237627133344,235.97155764329062,27.87171449958948
40299,2016,8797673.110598896,12234259.257847356,366731.24932525196,218.11511368783675,303.31620820248804,9.09213460580766
40299,2017,6478600.068912132,8887717.255274273,NA,160.61981080729223,220.3475208943665,NA
40299,2018,3503015.9375130315,4826878.642635672,NA,86.84804605213913,119.66973205989022,NA
40299,2019,3185950,4373500,593000,78.98723193256477,108.42940374364696,14.701871823478369
