year,MSA,num_under_100k,num_100k_250k,num_250k_1m,num_business_1m,amount_under_100k,amount_100k_250k,amount_250k_1m,amount_business_1m,all_sb_loans,num_under_100k_pp,num_100k_250k_pp,num_250k_1m_pp,num_business_1m_pp,amount_under_100k_pp,amount_100k_250k_pp,amount_250k_1m_pp,amount_business_1m_pp,all_sb_loans_pp
2000,36540,11040,735,678,5768,249592878.65021658,178372242.10883245,502496598.071738,360874688.5243893,930461718.830787,0.014392972474743854,9.582277870413706e-4,8.839162443728563e-4,0.007519806633543709,325.3970500275951,232.5459031640192,655.1104804980934,470.47640025029864,1213.0534336897076
2000,39580,17713,951,635,7806,327596565.4440723,223196574.60168317,459074504.02320457,491142361.7795572,1009867644.0689601,0.02222261254016267,0.001193118304391955,7.966667963079826e-4,0.00979335592437813,411.0004823209881,280.02094493675366,575.9518336800669,616.1839557323717,1266.9732609378086
2000,40060,16721,598,583,6285,289944793.8826702,142668023.94231558,425526505.6867392,349329870.2214234,858139323.511725,0.01607491693841137,5.748938657478619e-4,5.604734510551899e-4,0.0060421537562296195,278.7416110512965,137.15547124215104,409.0845783150988,335.83210620868397,824.9816606085462
2000,41180,36729,1929,1803,14911,672218920.8881446,465494474.6784869,1331486611.7003026,1094120195.0412617,2469200007.266934,0.013728706935895696,7.210290418836015e-4,6.73932277094937e-4,0.005573490950506159,251.26457463141907,173.9943157488542,497.6881886548015,408.9644561617937,922.9470790350747
2000,46140,14905,665,605,7485,282559393.18735194,163925569.24748757,436848746.4588611,425452776.8796471,883333708.8937006,0.017340831987639787,7.73676838093288e-4,7.038714090923899e-4,0.008708227267862046,328.73632766127605,190.7149114256218,508.24023591775654,494.98189349511955,1027.6914750046544
2001,13820,7242,459,349,4521,NA,NA,NA,NA,NA,0.00734832607932435,4.6573897685858555e-4,3.541239715112121e-4,0.0045873767197770485,NA,NA,NA,NA,NA
2001,16740,36824,2055,1960,17829,639554789.3312025,485569000.73272073,1387825675.8473833,1221865376.3755493,2512949465.9113064,0.020673496194192918,0.0011537050477695644,0.0011003707511573462,0.010009443939992002,359.0547877258437,272.6050643239724,779.1442762283862,685.9718989875086,1410.8041282782021
2001,17140,34655,2355,2179,15603,615733648.0687176,558194232.3236116,1564881647.9712346,1178020055.8873353,2738809528.3635635,0.017156194175713062,0.001165858816442195,0.0010787288157229481,0.007724371597854593,304.8231431766582,276.33786286270293,774.7053358708514,583.1868654360836,1355.8663419102124
2001,18140,25796,1461,1369,11931,442409337.3088294,345109974.4170995,976628699.7027566,789479692.3403915,1764148011.4286857,0.015281119642352136,8.654720033135552e-4,8.109727395867605e-4,0.007067725168743345,262.07590379554756,204.43738598374873,578.538533350621,467.6745865196495,1045.0518231299175
2001,19430,12444,761,688,5457,212723743.77546945,180923676.55613264,481002034.9292849,352468543.9824211,874649455.2608869,0.015560578467380556,9.515911454256352e-4,8.60308420568774e-4,0.006823696295121802,266.00004073393995,226.23570119404388,601.4681700005514,440.7436865896688,1093.703911928535
2001,24340,17618,1885,1727,9281,401265832.1574111,457020362.84618455,1261237600.777467,965221488.4242909,2119523795.7810628,0.01875723058188754,0.0020068895247393583,0.0018386727900397198,0.009881136169286995,427.2128356459045,486.5726147419567,1342.7928536910872,1027.635487624425,2256.578304078949
2001,24660,17290,1059,860,8399,312501811.37195367,250553239.7826608,603438075.5541351,606497684.1606072,1166493126.7087495,0.026750667993111973,0.0016384590748817571,0.0013305711089691323,0.01299472877236249,483.4952112930732,387.6498861783999,933.6247318421681,938.3584839544067,1804.7698293136411
2001,24860,14572,821,655,7859,277446233.5277667,192834247.18737516,449165236.0815022,474099209.6428286,919445716.796644,0.019983510723789264,0.0011258895350144788,8.982431734890179e-4,0.010777546718244567,380.4796721779486,264.4458719861887,615.9688657691488,650.1624101041367,1260.894409933286
2001,26900,29632,1701,1681,14463,512440227.5868957,403190841.57411104,1177564311.6084697,984206298.6080704,2093195380.7694767,0.01770022991849777,0.0010160667889904395,0.0010041200895314101,0.008639255713797016,306.0984694848602,240.83999044594944,703.400346223254,587.9008427577118,1250.3388061540638
2001,27260,26239,903,858,10318,346475846.8230124,209136288.0639233,621699136.6144626,443651410.52257293,1177311271.5013983,0.022935310884453487,7.893054509951408e-4,7.499712923076753e-4,0.009018885540828197,302.85190978467455,182.80444315586342,543.422499898968,387.7923329647284,1029.078852839506
2001,28140,33838,2344,1514,14450,576313808.5928886,536521211.10986817,1060756372.7199361,780677705.8202157,2173591392.422693,0.018526362566701742,0.0012833439877164396,8.289175756837413e-4,0.007911399582978904,315.5327906551393,293.7462758362594,580.7659186698075,427.4223720599988,1190.0449851612061
2001,28940,15126,871,815,8234,314051341.92009586,208343156.97562924,566499661.6444267,600807002.6128646,1088894160.5401518,0.02065017489712456,0.0011890983958346881,0.0011126466045984738,0.01124114373283906,428.74620767728715,284.43227754633216,773.3913190611726,820.2280631609697,1486.5698042847919
2001,31140,20325,1476,1186,9708,388900877.67798644,345685436.5960847,832042126.6943668,717680242.174191,1566628440.968438,0.018569354054300484,0.0013485051209912676,0.0010835549278425769,0.008869436120991345,355.30814709130306,315.82559722352465,760.171455777655,655.6879958036244,1431.3052000924827
2001,32820,24024,1328,1172,11160,413883826.74390733,313045983.6452257,812925354.7343189,790353088.8389932,1539855165.123452,0.01981609054108551,0.0010953949483250734,9.667190357206219e-4,0.009205276824779984,341.3902507595828,258.21460020966396,670.5378967931786,651.9192627314391,1270.1427477624254
2001,34980,31082,1947,1549,18285,660029271.1130643,454805581.6939672,1093589006.8278067,1213430706.1398323,2208423859.634838,0.022606595510138574,0.0014160942493481694,0.00112662043771973,0.01329906694880908,480.053238430752,330.7897117659353,795.3903973904638,882.5537981238341,1606.233347587151
2001,36420,23690,1032,956,12066,372612441.10827005,242167545.05153817,670701849.8226129,660357134.9077108,1285481835.9824212,0.021502325176358486,9.366990114817205e-4,8.677173013338418e-4,0.010951754140056627,338.2032027634761,219.80436052590196,608.7652710540725,599.3758483458855,1166.7728343434505
2001,36540,14788,768,675,6474,266560067.20095885,180606696.20695165,467848030.65361565,364022681.7746704,915014794.0615262,0.019135566195627392,9.937865051556558e-4,8.734451705469631e-4,0.008377309680179317,344.9268197886688,233.70377269689547,605.3920043323084,471.0427457268739,1184.0225968178727
2001,39580,19912,1112,912,10502,339911768.776668,264961561.14822215,652831232.368358,662890256.8397923,1257704562.2932482,0.024180286148420993,0.001350365518131988,0.0011074940220650836,0.012753182258473146,412.77439906768507,321.7580537814563,792.7704904225197,804.9857420342739,1527.3029432716612
2001,40060,19126,970,973,8895,321390865.455853,231165742.11666,697694155.0075909,504850384.8054335,1250250762.5801039,0.018225578817521744,9.243339670080567e-4,9.271927318544734e-4,0.008476237769625427,306.2603027082074,220.28283241964303,664.8478412953614,481.08284426056736,1191.390976423212
2001,41180,46517,2909,2679,22319,863355159.729125,683500781.689972,1922224615.0914903,1549874737.105074,3469080556.510587,0.01734820904471758,0.001084892407315249,9.991154208310595e-4,0.008323724179741851,321.9826255093062,254.90711875197258,716.881020992518,578.0155842471682,1293.7707652537968
2001,46140,18693,941,904,9886,315122000.8677587,224204418.31082702,642191303.9952058,562019763.4047143,1181517723.1737914,0.021675126683811243,0.0010911193606947189,0.0010482166865760105,0.011463130711825708,365.3939597531026,259.972137696324,744.6411955993165,651.6797502061096,1370.007293048743
2002,13820,8554,458,382,3828,NA,NA,NA,NA,NA,0.008644454335241924,4.628431243325697e-4,3.8603946177956686e-4,0.0038684792138538792,NA,NA,NA,NA,NA
2002,16740,45893,2207,2325,14673,762054906.9604672,513393465.68294805,1639233065.7863176,1362838381.9482365,2914681438.429733,0.025218862542012926,0.0012127781934112506,0.0012776208879389025,0.008063024210205383,418.7601147909806,282.11708193027033,900.7821096983761,748.8992617900744,1601.659306419627
2002,17140,40063,2550,2472,13811,688178858.1709145,599133694.3423026,1719751228.184329,1389057534.2910125,3007063780.697546,0.019804155369273373,0.0012605295707172979,0.001221972195613004,0.006827127020069255,340.1842355556483,296.16695628689075,850.1165793740149,686.646312706462,1486.467771216554
2002,18140,33062,1709,1682,10885,567027458.2955891,399713100.14755785,1182848388.30348,1058095146.4814962,2149588946.746627,0.019434752149009093,0.0010045971635913296,9.887258216270429e-4,0.006398502121528158,333.3143219907254,234.96234444618705,695.3107875062911,621.9774037244374,1263.5874539432036
2002,19430,15142,969,857,5186,249960576.36234516,230606553.57847393,590280229.8035194,546659115.9780636,1070847359.7443384,0.019079891090136924,0.0012210021441251273,0.001079874961316031,0.006534692589714046,314.9663567442477,290.5790468200441,743.7909455363985,688.8255445972779,1349.33634910069
2002,24340,22157,1866,1904,9044,451319797.1624714,446727818.1346169,1334182175.7855284,1002647469.9345065,2232229791.082617,0.023493898832953122,0.0019785898462016754,0.0020188826726516562,0.009589692695095367,478.5513226449441,473.68227490727855,1414.6834437258872,1063.1447499100827,2366.91704127811
2002,24660,18033,1087,953,7062,335176851.8851101,257075591.26331574,676440964.4417266,640251924.3383572,1268693407.5901523,0.027775210705308296,0.0016742446645965795,0.001467852038050175,0.010877199467691853,516.2539613292764,395.95900374481823,1041.883786229186,986.1438531013683,1954.0967513032806
2002,24860,17043,949,780,6553,294116391.0810385,223096558.62068966,524768622.6252664,538129427.6083012,1041981572.3269944,0.02325983210012414,0.001295169903363129,0.0010645232082436677,0.008943359722590711,401.40221055209787,304.476236321818,716.190227875204,734.4246983691247,1422.0686747491197
2002,26900,37746,1690,1677,11467,549612062.1170994,398224535.851811,1158187660.6746628,949604603.937505,2106024258.643573,0.022338306992567624,0.0010001520377639825,9.924585605504135e-4,0.006786238708307448,325.2636827846636,235.67164557384902,685.4223366490319,561.9816447918078,1246.3576650075445
2002,27260,35245,830,889,8038,442536193.04190016,195384811.57342383,613033230.6273179,463350567.26031727,1250954235.242642,0.0302444549768967,7.122399668271885e-4,7.628690729028562e-4,0.006897572112478243,379.7493535566184,167.66370085974924,526.0563468023677,397.61059356005705,1073.4694012187354
2002,28140,41516,2025,1932,12958,657343544.3478261,470241222.741261,1354488718.502328,990397714.2949579,2482073485.591415,0.02254218355765629,0.0010995260069432023,0.0010490292569946995,0.007035880492824698,356.92164074402814,255.32960688433957,735.454603508385,537.7619970787207,1347.7058511367527
2002,28940,17095,909,935,7293,323124586.2739683,212596000.37560168,662437980.9989742,648456493.069518,1198158567.6485443,0.023183575167867565,0.0012327505017602585,0.0012680106921296387,0.009890483398611183,438.2090163479761,288.31444019279104,898.3726660742992,879.4115150727677,1624.8961226150666
2002,31140,24134,1516,1184,8419,415665457.95233965,347869952.4863884,818124609.9234594,754848536.1279887,1581660020.3621874,0.02195863118561843,0.0013793521537000721,0.001077277671491349,0.007660135740106139,378.19857826206226,316.5139631725868,744.3812286892843,686.8086767978152,1439.0937701239334
2002,32820,23598,1167,1116,8645,400971931.14495385,275712201.2909335,759025383.0553145,711901844.0321945,1435709515.4912019,0.019350676820338433,9.569556678250255e-4,9.151349831128778e-4,0.00708901606542189,328.8023668790998,226.08770669569248,622.4110045739883,583.7690699071944,1177.3010781487806
2002,34980,34817,1813,1633,14994,646305598.2703385,424887033.1563166,1121329572.719956,1214833712.0879035,2192522204.146611,0.025033344033389103,0.0013035428880298259,0.0011741232962783814,0.010780651992895315,464.6922593045568,305.492813175405,806.2334195568791,873.462683690601,1576.4184920368411
2002,36420,26900,1084,991,9321,395536253.220232,249943111.25779217,683816612.4414109,671646121.5071412,1329295976.919435,0.024276628037991802,9.78284936549558e-4,8.943545868271329e-4,0.00841198698669597,356.9623232330301,225.56787890943573,617.1286820237817,606.1450953527402,1199.6588841662476
2002,36540,19039,993,812,6243,313208437.2966149,230802700.13729978,586474180.4805492,466591015.88968676,1130485317.914464,0.024454038763228544,0.0012754273066802849,0.0010429476062682693,0.00801862303686306,402.2906280068101,296.44719658676104,753.2781313674061,599.2980087788532,1452.0159559609774
2002,39580,25450,1279,1250,9262,431307474.2839107,296505079.99605465,876505080.5657698,830867418.8992347,1604317634.845735,0.029945034598911516,0.0015048997741456908,0.001470777730791332,0.010897874674071452,507.4859426405047,348.87445497975966,1031.315322737277,977.6170375656538,1887.6757203575414
2002,40060,25110,945,1050,7116,371909997.1687841,222600818.34530106,756345161.2412215,532974534.8260081,1350855976.7553067,0.023719637527988686,8.9267453062323e-4,9.918605895813668e-4,0.006721980909962863,351.31701815527106,210.27521802406193,714.4656738626018,503.46327270893244,1276.0579100419347
2002,41180,56128,3169,3032,18657,941421530.7196403,735873371.7659591,2114201957.9831138,1557001979.6725323,3791496860.4687133,0.020885608353146158,0.0011792063296593531,0.001128227703227251,0.006942395863822831,350.3093177349943,273.82345781451227,786.7088453871522,579.3709655165648,1410.8416209366587
2002,46140,22754,1000,937,8349,346126128.97025174,234133161.22859624,650976842.003472,586439250.2714432,1231236132.2023199,0.02629601513732631,0.0011556656032928852,0.0010828586702854334,0.009648652121892299,400.00606165183694,270.57964102211605,752.3115448436397,677.7276699595748,1422.8972475175926
2003,13820,10122,651,476,4428,NA,NA,NA,NA,NA,0.010187795695399661,6.552316733555799e-4,4.790941267546175e-4,0.004456783179137493,NA,NA,NA,NA,NA
2003,16740,45611,2478,2566,18454,770937409.1849045,571057188.9142371,1811746295.6832418,1549331090.0247467,3153740893.7823834,0.024543690470344486,0.0013334341493392743,0.0013807877430204107,0.009930263838541956,414.84837304693184,307.2910237788269,974.9170220350948,833.7090331202738,1697.0564188608535
2003,17140,41518,2448,2565,16038,692863148.1354884,565028181.6905112,1770776959.8515196,1371907901.24739,3028668289.6775193,0.020493117897021636,0.0012083229590035397,0.001266073688661797,0.007916292327001131,341.9944645995021,278.89563906073045,874.0483888329577,677.1682249655156,1494.9384924931903
2003,18140,35349,1743,1732,12783,563550884.0043306,403455001.4213905,1203750081.29147,944876703.4189157,2170755966.717191,0.020620528033452986,0.0010167637093640147,0.001010346956178126,0.007456850543201492,328.742448213203,235.3519241575885,702.1970153764482,551.1855088123114,1266.2913877472397
2003,19430,15212,929,853,5733,244727133.3624623,218235841.52115074,569533807.9669013,426322832.2712861,1032496782.8505143,0.019316638975928613,0.0011796711549196478,0.0010831641497809038,0.00727992974290026,310.7616146973849,277.1222036728925,723.2105543703976,541.3571021680121,1311.094372740675
2003,24340,23117,2380,2461,10972,495268657.618127,553083400.399041,1725895813.4800093,1270466793.462996,2774247871.497177,0.02441264314191784,0.00251339233800945,0.0025989321612778387,0.011586949887663733,523.0270795435404,584.0821768248583,1822.6274427744715,1341.6729010022389,2929.73669914287
2003,24660,17535,1074,1025,7791,327332037.31575286,247264346.05521613,717479509.5800788,656294105.4118011,1292075892.951048,0.026887697287616325,0.0016468427081208973,0.0015717074262792548,0.011946509812821146,501.92214039832874,379.1484965356749,1100.163778936788,1006.343726145393,1981.2344158707917
2003,24860,17019,1048,970,7982,304702522.7592607,238243876.85020494,649110383.3299822,679366019.2753848,1192056782.9394479,0.02311599041404231,0.0014234419151487362,0.0013174987191739256,0.010841520388088943,413.86101388081437,323.5938171146139,881.6516480822138,922.7462476758844,1619.1064790776422
2003,26900,34895,1624,1814,12701,495148841.139123,376034144.369345,1282960623.894517,915636215.8835357,2154143609.402985,0.020461671569417705,0.00095227839600900855,0.0010636902773154813,0.0074475910761763655,290.34454693699723,220.49827084030778,752.3002986853371,536.9092284417067,1263.1431164626422
2003,27260,31362,1136,1122,11304,449754195.57188153,261205190.8870157,787211383.6957699,651036663.6462764,1498170770.1546671,0.02642943778087011,9.57331844878147e-4,9.455337411560572e-4,0.009526126033893112,379.01761777158123,220.1232810595205,663.4001111466112,548.6427203272917,1262.541009977713
2003,28140,43174,2022,1960,16471,656383638.604903,460602195.247854,1352438381.7415514,1082244321.600031,2469424215.5943084,0.023250240497180243,0.0010888957772107854,0.0010555072815693074,0.00887003083404493,353.47842349511825,248.0453933627131,728.3206937765399,582.8146744315652,1329.8445106343713
2003,28940,17406,1174,1119,8831,346353890.85608226,267924130.36346763,766691165.8355889,792263425.7830021,1380969187.0551388,0.023449902042837093,0.0015816491438751436,0.001507551441223412,0.011897396583953486,466.6186839440779,360.9556826344727,1032.910073305362,1067.3618135547476,1860.4844398839125
2003,31140,24103,1803,1451,9901,417580179.29781145,406666346.39161706,1011218166.1781765,874798546.5122573,1835464691.867605,0.021840577621343744,0.0016337618326051847,0.001314802229123751,0.008971644983152487,378.3841148026589,368.49470623384536,916.3004128335618,792.6857884138755,1663.179233870066
2003,32820,23266,1270,1266,9882,386725460.95738924,291800526.3003635,848579804.2440647,751952422.2534994,1527105791.5018172,0.01896731670758072,0.0010353516813645454,0.0010320907311870194,0.008056177413578298,315.273115140718,237.88674451034694,691.7941158236923,613.0198462096876,1244.953975474757
2003,34980,33660,1858,1664,16614,611780308.4649292,427431463.86822367,1126299919.264558,1271476675.2146006,2165511691.597711,0.023927637753965593,0.001320782856413193,0.0011828754968092319,0.011810272538454675,434.89178864997496,303.845075225374,800.644577257369,903.8453148292194,1539.381441132718
2003,36420,27264,1142,1063,11426,391383820.3278942,259350010.45936123,693113314.4103317,722176052.2241126,1343847145.1975873,0.02446557948534086,0.0010247832956374436,9.53891981841158e-4,0.010253217106789343,351.21155976776924,232.72991107018356,621.97105656008,648.050748536484,1205.9125273980328
2003,36540,19182,1128,892,8086,313908641.6734978,255452683.23022196,622857407.7820741,550614654.2657181,1192218732.6857939,0.024456748326009397,0.0014381822600218225,0.0011372859715775405,0.010309522832035867,400.22858131415916,325.69815363180794,794.1333992866643,702.0250247101108,1520.0601342326313
2003,39580,26752,1326,1283,10780,452328274.87355965,305999437.39463305,904825082.8164876,846128174.7505994,1663152795.0846803,0.030528349905387938,0.0015131800229719052,0.001464110082558789,0.012301719945427706,516.1795696561201,349.1947478930625,1032.551462746462,965.5688166714089,1897.9257802956447
2003,40060,24709,1111,1110,9023,362730565.2060939,257823996.18281648,773140189.0681309,623090457.4170598,1393694750.4570413,0.023139477658898067,0.0010404289804943846,0.0010394925007639667,0.008449856607561505,339.68982191856725,241.44694644057233,724.0301158338355,583.511583587949,1305.166884192975
2003,41180,58709,3200,3486,23735,967694501.0138427,733114901.7577914,2423604287.359833,1776059418.2445288,4124413690.131467,0.021797116492092643,0.0011880763217683226,0.0012942606430263665,0.00881218484286598,359.27966354998705,272.1863924731069,899.8208959838772,659.4044190218583,1531.2869520069712
2003,46140,21695,1103,959,9779,335600691.03162944,253942468.9289305,659438300.4872013,640009597.5841002,1248981460.4477613,0.024988847041435034,0.0012704631614059848,0.0011046003370701175,0.011263698327642001,386.55332266371454,292.49732719010893,759.5576319031366,737.1791628983393,1438.60828175696
2004,13820,9710,733,537,5148,NA,NA,NA,NA,NA,0.00973387441282769,7.348022600002777e-4,5.38320346002932e-4,0.005160657618664979,NA,NA,NA,NA,NA
2004,16740,47486,2466,2350,18879,791324808.9128631,560420158.6412675,1577784005.4138062,1416713994.9551113,2929528972.967937,0.025033075618215724,0.0012999950401069783,0.0012388436108075422,0.00995239511848323,417.16071642348925,295.43529059595045,831.7564401452028,746.8455663794758,1544.3524471646424
2004,17140,42878,2373,2351,16933,717042012.874387,537660447.3617504,1608448410.1418333,1186736739.6574879,2863150870.3779707,0.021133227854718897,0.0011695776318682762,0.0011587345185513347,0.008345747172534985,353.40762720930786,264.9960525809498,792.7540170737376,584.9054975219906,1411.1576968639954
2004,18140,36098,1847,1745,12968,604156722.1644663,410028035.18898535,1168324995.1188233,905391821.750283,2182509752.472275,0.020897958011650012,0.0010692705537015228,0.0010102204202540105,0.007507471868111179,349.7601477159155,237.3746097561851,676.3700673708896,524.1520382023582,1263.5048248429903
2004,19430,14654,879,822,5364,224866307.09619012,204523988.25575256,556684889.1339117,371380583.6974727,986075184.4858545,0.018753404125492958,0.0011248971083873557,0.0010519515621096774,0.00686455982865731,287.77185281711877,261.7388429860586,712.4154972351229,475.2729746444771,1261.9261930383004
2004,24340,24094,2285,2431,10782,493786444.4172011,521586457.4666164,1670404046.1176915,1245969276.8178046,2685776948.001509,0.025341863021353862,0.0024033434466586524,0.002556904997298549,0.011340415335612074,519.360356778537,548.600172611945,1756.9166816232173,1310.4998232726875,2824.8772110136997
2004,24660,17460,1010,953,7435,311507090.7310449,224723729.75254622,646908089.0878915,621626942.4428518,1183138909.5714827,0.02665380282292166,0.0015418293729181486,0.0014548152399910849,0.011350001373907362,475.5354280805978,343.05509636058997,987.5464290436253,948.9531473818696,1806.1369534848131
2004,24860,16808,991,871,7942,299453525.03055453,223213180.5982648,553829488.8193135,610805193.6122218,1076496194.4481328,0.022720735022807248,0.0013396149695146348,0.0011774012496944975,0.010735844690096094,404.7955850704907,301.73533614773885,748.6561793955505,825.6748545108145,1455.1871006137799
2004,26900,34927,1580,1873,12102,510590019.27800834,361321816.32742363,1284579478.3726897,810845060.1863449,2156491313.9781218,0.020294310907004766,9.180579847415331e-4,0.0010883054464689188,0.007031859323634199,296.6780026123474,209.9458092029778,746.4040804779503,471.1410011976601,1253.0278922932755
2004,27260,38379,978,1044,11307,517184542.5416824,220599262.63145983,721603203.3904188,566403269.1520182,1459387008.563561,0.03177266374638694,8.096528086705341e-4,8.64291955267932e-4,0.009360679251163321,428.15942481580623,182.62659773027633,597.3906547757742,468.9059281279182,1208.1766773218567
2004,28140,44566,2143,2006,16808,674559102.390796,476277689.72161454,1348875437.9532254,1035085825.2433045,2499712230.0656357,0.023804699064474303,0.0011446723981323977,0.0010714945546680306,0.0089779065178765,360.31226570961735,254.40127170816544,720.4948587698584,552.8857554148881,1335.2083961876413
2004,28940,18923,1084,1029,9099,367849546.60128254,241465649.54583177,690624100.9219164,704194638.1795549,1299939297.0690308,0.025326875991098223,0.0014508446638667482,0.0013772316966041364,0.012178261620409171,492.3363023913962,323.18187191022906,924.3434423988311,942.5064881239693,1739.8616167004564
2004,31140,24901,1794,1524,9966,432155782.02640516,399932017.8823086,1002795268.1093928,814106356.3621275,1834883068.0181065,0.02247160852714178,0.0016189737640131862,0.001375315505215215,0.00899369706363178,389.99379769640535,360.913848573194,904.9605516977011,734.6805083983578,1655.8681979673004
2004,32820,23938,1273,1270,9772,395111362.2904565,286770563.8491136,837370868.5069785,706894616.3447756,1519252794.6465485,0.019402155271153125,0.0010317881051122872,0.0010293565541968615,0.007920371848513174,320.24446489081265,232.43240901481465,678.7033006229738,572.9500838275359,1231.380174528601
2004,34980,37445,1809,1770,18763,704441258.4496417,408056357.5088646,1198503866.1901171,1220039467.483214,2311001482.1486235,0.02632045193154351,0.0012715635610672242,0.0012441500846263056,0.01318869380669117,495.15856006462315,286.82675238811066,842.4399359013495,857.5775179190246,1624.4252483540834
2004,36420,27241,1156,1085,11115,398385503.2719729,257404768.980762,712746709.8370427,725577386.2844211,1368536982.0897775,0.024307080517040093,0.0010314960933041498,9.681429595458501e-4,0.009917888474978915,355.47845177685787,229.68167266566888,635.9822203393564,647.4310028911907,1221.1423447818831
2004,36540,20712,1160,987,8352,357761236.17804605,261757873.64390796,667066727.2063373,561582613.560166,1286585837.0282912,0.02621492747228713,0.0014681979464973478,0.001249233942407657,0.010571025214780904,452.81406232151716,331.3037694512913,844.2982750526302,710.7883103600426,1628.4161068254384
