FIPS,year,num_under_100k,num_100k_250k,num_250k_1m,num_business_1m,amount_under_100k,amount_100k_250k,amount_250k_1m,amount_business_1m,all_sb_loans,num_under_100k_pp,num_100k_250k_pp,num_250k_1m_pp,num_business_1m_pp,amount_under_100k_pp,amount_100k_250k_pp,amount_250k_1m_pp,amount_business_1m_pp,all_sb_loans_pp
01073,2000,11967,750,688,4864,254581397.56025824,181996082.5328867,492486173.62202805,412597533.363837,929063653.715173,0.018075755950861496,0.001132850084661663,0.0010392011443296322,0.007346910415725771,384.5367437058974,274.8990366739623,743.8840046432173,623.2148674698881,1403.319785023077
01073,2001,16165,1088,1050,10316,365365426.8589692,257964866.14462644,744505214.3851378,775789678.3755493,1367835507.3887336,0.024567780324984696,0.0016535567580317568,0.001595803856556383,0.015678392937367284,555.2871973656306,392.05840785680573,1131.5088498496568,1179.0553910746073,2078.8544550720935
01073,2002,17144,1081,1037,8001,359224957.38499177,256178153.5832084,723295809.5486468,726466397.7598044,1338698920.516847,0.02621790776080044,0.001653147357059337,0.0015858592130162186,0.012235737283840661,549.3541062819169,391.76710225015904,1106.1189231521175,1110.9676276124308,2047.240131684193
01073,2003,17630,1288,1201,8656,354136695.3329209,298390432.6455804,831019448.4146625,801611744.4745187,1483546576.3931637,0.02713005560815028,0.0019820483053486987,0.0018481677132948658,0.01332034948066641,544.9658671167736,459.1803193768926,1278.820411057525,1233.5661488224641,2282.966597551191
01073,2004,17372,1222,1277,9411,385744929.94945306,271576443.1467371,863847866.5658243,816137120.1486232,1521169239.6620145,0.02690157696015897,0.0018923398022861074,0.0019775105789847456,0.01457349417292517,597.3490052973947,420.55230174293024,1337.7198862704154,1263.836953011783,2355.6211933107406
01073,2005,18940,977,1103,9478,388518219.72806567,213893740.58784726,739510564.9930367,733913506.5638056,1341922525.3089497,0.029515809814708038,0.001522542037432405,0.0017188985335598187,0.01477037198647322,605.4609230751074,333.32877337631453,1152.4420904066399,1143.719719122638,2091.2317868580617
01073,2006,23731,1022,1170,8563,389182224.02664006,221249164.7866657,773532854.1106917,634298298.6501887,1383964242.9239974,0.0361367443276991,0.0015562661793817572,0.0017816354499771586,0.013039439622354196,592.6332024160805,336.91056005278773,1177.9090210304425,965.8874655857906,2107.452783499311
01073,2007,24736,1061,1143,7799,414520475.9458444,222173229.05894557,734926535.9257956,372215057.76248527,1371620240.9305856,0.0375482521452566,0.0016105552848527352,0.0017350279835878194,0.01183856801749904,629.2253941698876,337.25001716652406,1115.588893886714,565.0074725552655,2082.0643052231258
01073,2008,18692,835,867,5617,312765503.8769139,171266085.35237792,533904951.9447522,316829259.3574329,1017936541.174044,0.028342554923935146,0.001266104930531021,0.0013146263170902939,0.00851701963448233,474.2442473755448,259.6896228711286,809.5565174756631,480.40609270531434,1543.4903877223364
01073,2009,7842,560,633,2641,186156051.5905297,115431919.59510243,386696128.73073196,212796742.42818782,688284099.9163641,0.011792002429976528,8.42071073806026e-4,9.518410530700257e-4,0.003971267332003062,279.9225468898702,173.57478658024777,581.4743292087869,319.98210964094363,1034.971662678905
01073,2010,7487,485,546,2797,167242812.5813501,98159201.36276731,340647047.9051649,222139903.241664,606049061.8492823,0.01136883024196916,7.364608878529508e-4,8.290879273561054e-4,0.004247177532628254,253.95420668182626,149.0523970856911,517.2643862777823,337.31412447200915,920.2709900452995
01073,2011,8864,592,697,4350,182236614.87631288,116432266.8632631,415178965.20358735,252221139.16054475,713847846.9431634,0.01345209134188557,8.984248730140182e-4,0.0010577738792073828,0.006601601685153681,276.56403307222286,176.6987239381105,630.0795761674399,382.77321777324903,1083.3423331777733
01073,2012,9425,596,825,4318,179555108.92531395,113951845.7519658,474744529.34282756,237865178.75569314,768251484.0201073,0.014280108301553464,9.030179891486328e-4,0.0012499829547778893,0.0065423350287647595,272.04948557567235,172.65195740052908,719.3000843061649,360.3968714906814,1164.0015272823662
01073,2013,8470,655,775,4450,173277428.023472,126150870.04607949,431459765.58528197,250367738.28752932,730888063.6548334,0.012843471892205817,9.932082750170968e-4,0.0011751700963942748,0.006747750876070353,262.74897005586536,191.28868401583597,654.243373307235,379.64474727402893,1108.2810273789362
01073,2014,8788,560,630,4750,149300950.67297387,104573794.17311439,351422722.77805483,231582879.96413925,605297467.6241431,0.013299172358060694,8.474666045191157e-4,9.533999300840051e-4,0.007188332806188928,225.94208878268063,158.25499690994667,531.8196814706797,350.46206597851256,916.016767163307
01073,2015,9796,559,719,5820,169455217.94036743,105416744.29801987,400467911.305336,275284937.8606062,675339873.5437233,0.01483417554178207,8.464989922270495e-4,0.0010887885069968668,0.008813281099752107,256.607640812408,159.63357390363217,606.4323494440758,416.866587610535,1022.673564160116
01073,2016,10312,580,663,5707,180634227.3765005,106782117.39669569,366725635.1054375,262079658.52414846,654141979.8786337,0.015635590072188756,8.79426128963293e-4,0.0010052750405218332,0.008653249858609506,273.88699886205364,161.90859335289656,556.0484580558276,397.3787923722648,991.844050270778
01073,2017,10514,606,650,5614,184908866.24483272,108039025.8668484,349177739.50584656,234102584.31914094,642125631.6175276,0.015949708508988965,9.193003002137449e-4,9.86048176796921e-4,0.008516422253135253,280.5062314373893,163.8948991983404,529.7016514120157,355.13296377128677,974.1027820477453
01073,2018,11307,666,934,5510,196720000,118473000,496871000,268414000,812064000,0.017150007583801002,0.0010101622933414228,0.0014166540269983316,0.008357348703170028,298.3770665857728,179.69513119975733,753.6341574397088,407.1196723797968,1231.706355225239
12031,2000,12740,360,344,4212,192766052.80660188,86019260.1233761,250469277.67791492,204824190.54007685,529254590.6078929,0.016356841049765113,4.6220272982067817e-4,4.416603862730925e-4,0.005407771938901935,247.49165506657886,110.43982457272067,321.5766218859604,262.9730555581507,679.5081015252598
12031,2001,18577,589,610,6908,238899790.55053934,138895891.46064723,445730148.60647225,276227287.6356372,823525830.6176589,0.023657650856524885,7.50086470070149e-4,7.768297907347892e-4,0.008797279007206433,304.2368431146893,176.88273163491243,567.6335378133646,351.7730918839844,1048.7531125629662
12031,2002,26311,558,630,5450,323428210.39927405,132973932.18811648,444214186.54856783,300465628.3208396,900616329.1359584,0.033237469217664434,7.048955882884251e-4,7.958498577449961e-4,0.006884732896365442,408.571897201557,167.97981748524643,561.1552336079156,379.56432945460483,1137.7069482947193
12031,2003,21640,785,812,7505,312394477.378393,180770150.20184055,575790598.1671951,443540855.30353415,1068955225.7474287,0.02711880039660619,9.837457630007328e-4,0.0010175816045306944,0.009405110766013376,391.4862974596464,226.53741316951172,721.5688679269244,555.8362256338507,1339.5925785560826
12031,2004,27632,688,725,7349,367994692.9060732,155185804.95209357,506351233.38589215,366103937.5020747,1029531731.244059,0.03435387927058181,8.5536584171107e-4,9.013666209891362e-4,0.009136749376067808,457.5146660505959,192.9369719105486,629.5284141665146,455.1639573476731,1279.980052127659
12031,2005,21733,652,698,9751,333604649.591732,141200618.29069853,478295785.70329106,371876798.5120575,953101053.5857216,0.02680776318678472,8.042452306530916e-4,8.609864585826041e-4,0.01202790681610168,411.5029882789054,174.17166230914412,589.9802216155598,458.7118736102192,1175.6548722036093
12031,2006,34048,647,779,12195,409979664.92057836,138999282.06068808,521647211.86979127,377530126.9883895,1070626158.8510578,0.040631817118635165,7.721095416986887e-4,9.296342086294876e-4,0.014553131160765856,489.256895189505,165.8773909865914,622.5174492815817,450.5326326529415,1277.6517354576781
12031,2007,35024,604,737,12838,437507665.67950535,130826501.48907837,462141275.1769562,322836658.12261504,1030475442.3455399,0.041245514679818504,7.112919959630646e-4,8.679175513655275e-4,0.01511848782147984,515.2246701495308,154.0659658427672,544.2340894661144,380.1839915994708,1213.5247254584124
12031,2008,25644,525,674,8001,314854392.7771133,108542407.18645486,407657158.92734927,257284523.4697609,831053958.8909174,0.030135305689325726,6.169488179260649e-4,7.9204476815651e-4,0.009402299985193228,369.99818179556,127.5525901114913,479.05448060824017,302.3454907149331,976.6052525152915
12031,2009,9161,409,476,2844,151538618.9638966,84505577.30942544,302435707.6388623,157119932.4775956,538479903.9121844,0.010689116027256603,4.772239335386913e-4,5.55399981331093e-4,0.0033183982077849344,176.81627341068867,98.60167239501709,352.8840049926051,183.32858732100672,628.3019507983108
12031,2010,8620,267,341,2919,142981151.62660363,52983717.58501872,207817842.67806134,133474149.75248346,403782711.88968366,0.009955236084612577,3.0835824067187447e-4,3.9382082422887343e-4,0.0033711524513902686,165.12890024276413,61.1908836658121,240.0087803312037,154.14926589082438,466.3285642397799
12031,2011,11059,366,389,5054,175279153.1643402,69747786.45660329,224510757.23492953,143249401.89296502,469537696.855873,0.012701143550830416,4.2034709644668886e-4,4.467623511414261e-4,0.005804465096834879,201.30623797886574,80.10458885414448,257.84821017691274,164.5204102552805,539.259037009923
12031,2012,11770,390,437,5631,174609842.2128055,73304978.54908952,255467103.07828018,174737774.11254215,503381923.8401752,0.01338105188482973,4.4338234792553905e-4,4.968156052396424e-4,0.006401758977355667,198.51005592620925,83.3388038557092,290.43488200149636,198.65549886487543,572.2837417834148
12031,2013,11617,397,436,6150,178747010.2825839,74087881.32298753,244030457.25061268,164269079.14545512,496865348.8561841,0.013113884326441685,4.4815460769539035e-4,4.921798714236529e-4,0.006942445434072167,201.77908380331306,83.63432087981388,275.4744932868389,185.43562901993567,560.8878979699659
12031,2014,13044,430,470,6914,186531181.2150239,80833005.18481034,264509261.5168645,164735551.90129185,531873447.91669875,0.014530499121085266,4.790029609066746e-4,5.235613758747373e-4,0.007701922027229647,207.7883444265487,90.04476470350869,294.65283593910704,183.50887704026505,592.4859450691644
12031,2015,14665,438,478,8464,212255843.72129616,80110981.74159724,265046496.54630655,193637351.39268184,557413322.0092,0.016062255616039255,4.797318758830681e-4,5.235430061006999e-4,0.009270435154050887,232.4792102181752,87.74381632358597,290.2996643479333,212.0867804215527,610.5226908896944
12031,2016,16221,469,507,8990,241297718.8071248,85794559.84717299,281602967.87254167,211531941.36813575,608695246.5268395,0.017512456073111617,5.06340046747386e-4,5.473654663132722e-4,0.009705750576245202,260.50895143035643,92.62520563686348,304.0231554728899,228.37333279511122,657.15731254011
12031,2017,16530,542,539,9364,251371970.32058302,97597593.64048456,304829205.1894327,216010700.82215068,653798769.1505003,0.01762384133638401,5.778658199830692e-4,5.746673006842699e-4,0.00998364490465214,268.0060327491945,104.05592892515311,325.00069854534826,230.30479844226852,697.062660219696
