FIPS,year,cdfi,cdfi_pp
37119,2003,29554232.910642643,39.58762025363878
37119,2004,37864447.54775406,49.58771797535371
37119,2005,38601792.574721105,49.450297808558226
37119,2006,24107778.862815015,29.135203986748383
37119,2007,24977342.20296343,28.806703752955
37119,2008,23865309.39656764,26.799446833088314
37119,2009,13837979.025120392,15.146002989277376
37119,2010,24417358.01787347,26.442109682599135
37119,2011,12844928.723529646,13.601541682713977
37119,2012,8554195.502455313,8.827576726085454
37119,2013,5002213.358427021,5.047759290505249
37119,2014,16398105.398640096,16.1950358441898
37119,2015,8991546.32408942,8.695297537003704
37119,2016,19244055.40848587,18.243664088208934
37119,2017,20700485.32753926,19.223415732872535
37183,2000,2793605.36736253,4.44950731128737
37183,2001,2004187.84289173,3.091430264690059
37183,2002,5959796.308069913,8.911674375533316
37183,2003,22672802.538692288,32.8962639841785
37183,2004,77742970.91039458,109.54657694880137
37183,2005,27774086.49115444,38.03950279420389
37183,2006,39014484.39292328,49.60380560610292
37183,2007,21669105.33882837,26.01426862771573
37183,2008,19273700.128619917,22.245472846135105
37183,2009,6832400.680196447,7.615129367348756
37183,2010,74008333.06738076,81.59962806598766
37183,2011,5358414.959247114,5.763099829257581
37183,2012,7987694.774435834,8.389105062574984
37183,2013,24032324.87392232,24.6665259219003
37183,2014,18730126.76269839,18.754676634412835
37183,2015,5998152.271640067,5.856438180547186
37183,2016,6211412.5238905,5.933765693333722
37183,2017,13349762.961255169,12.450779340530822
39049,2000,1227932.4154751208,1.1486975554923682
39049,2001,0,0
39049,2002,268.69391619979484,2.514403791134826e-4
39049,2003,953760.2395050654,0.8926668354222359
39049,2004,75032136.31536779,70.23773651588787
39049,2005,14998225.945184344,14.042230867710606
39049,2006,9210407.865481872,8.406249249752088
39049,2007,9132515.379365202,8.167836691269443
39049,2008,6587908.623735098,5.834825235114566
39049,2009,4264821.188655252,3.7081467780420265
39049,2010,22972295.992007293,19.703538127302235
39049,2011,5735501.054371728,4.865546250354579
39049,2012,4067186.2300934074,3.401974368081797
39049,2013,60691654.069448605,50.06475828219504
39049,2014,65503663.47703084,53.194766802337554
39049,2015,73215888.34495686,58.49213191503933
39049,2016,27471200.8143246,21.72464196976603
39049,2017,8034117.779185689,6.218448862007792
39061,2000,0,0
39061,2001,0,0
39061,2002,0,0
39061,2003,13186.396013456037,0.01627326517524153
39061,2004,0,0
39061,2005,1819886.3561533387,2.3124879046195956
39061,2006,1727052.2845786735,2.099514566784513
39061,2007,735935.4411402444,0.8736497201823006
39061,2008,6064277.082811523,7.121925794910502
39061,2009,1035985.4973883111,1.2115910862467412
39061,2010,7352396.956332006,9.16469757175053
39061,2011,2450902.889100034,3.0622429464417773
39061,2012,13556184.424156206,16.90217224639756
39061,2013,9180206.338762607,11.410786977033023
39061,2014,23155059.32448907,28.705888224589767
39061,2015,22621048.914675303,28.01028347603053
39061,2016,47396536.64115727,58.57940331301518
39061,2017,26637440.62768509,32.73128599089861
39113,2000,0,0
39113,2001,0,0
39113,2002,76174.72524264184,0.13895861972072424
39113,2003,0,0
39113,2004,809900.966964919,1.5073432728999379
39113,2005,505669.5820567324,0.9507497820057992
39113,2006,2367510.1378559726,4.366190683881721
39113,2007,921428.5195421128,1.7123614014058859
39113,2008,2076916.5566120504,3.8848027529750713
39113,2009,4135842.6696554916,7.765936491254523
39113,2010,1288450.0677031712,2.408052322646981
39113,2011,936470.1815993707,1.7419395418904147
39113,2012,9743153.726404283,18.234508447862787
39113,2013,52072.547216360304,0.09717819525826507
39113,2014,480531.9109949093,0.9013646392059314
39113,2015,643120.4378803064,1.2082870297493065
39113,2016,2758705.919362049,5.192965726089479
39113,2017,2092083.608028271,3.9358763898775093
40109,2000,0,0
40109,2001,90738.0057067519,0.1371204935520699
40109,2002,0,0
40109,2003,111916.49137731033,0.16846733777331693
40109,2004,39949.91479290834,0.06001975141239522
40109,2005,1180568.752821227,1.7702229298688072
40109,2006,1396276.0756813162,2.0198824702521407
40109,2007,977651.625484463,1.3930491224574035
40109,2008,691832.7063175816,0.9790773591883319
40109,2009,2045834.3634516955,2.854503900427088
40109,2010,388581.9002915003,0.5388155216763411
40109,2011,398132.7456058698,0.5436216693531964
40109,2012,1413192.7425638172,1.9051347265079817
40109,2013,7007403.634754933,9.278318472488971
40109,2014,2201653.789442713,2.8734151503725625
40109,2015,5279988.712762905,6.796541882186464
40109,2016,8179946.767015085,10.447331017810496
40109,2017,4879888.866239439,6.193082456475394
40143,2000,417332.87033254356,0.7408727342539994
40143,2001,0,0
40143,2002,51602.666606170606,0.09179489704768463
40143,2003,1586883.68120795,2.8257572697942157
40143,2004,362561.3400807243,0.6462715993429007
40143,2005,1554361.1555002565,2.7735103081383015
40143,2006,1425247.4480945936,2.466700902732965
40143,2007,3696118.9306555633,6.317417685902431
40143,2008,1326021.4288198887,2.2399691693664483
40143,2009,1979768.1995898273,3.28886456031176
40143,2010,1154110.7209166405,1.9063039435838387
40143,2011,12717927.647074614,20.828608705671993
40143,2012,3458163.7337522237,5.633876819359912
40143,2013,1035682.9246671601,1.6639909202263465
40143,2014,2010265.990504148,3.1929357947518064
40143,2015,1175086.4955335925,1.838249826409392
40143,2016,2070012.8743062671,3.2196050553803888
40143,2017,1858438.1935329584,2.8756552155504984
45045,2000,0,0
45045,2001,52784.71050739113,0.137828947834365
45045,2002,153491.39962913282,0.3973072696268696
45045,2003,238573.04300131468,0.6122189800123964
45045,2004,0,0
45045,2005,1959076.5260316646,4.942183320421254
45045,2006,110219.52406581664,0.26421022822046053
45045,2007,3712225.93090218,8.668503468596521
45045,2008,8419388.716136105,19.21712757523893
45045,2009,654065.3325407095,1.4488807352240214
45045,2010,416480.5513893699,0.919669370354503
45045,2011,555962.3480587549,1.2052103907850547
45045,2012,807996.3775769413,1.7279464025768356
45045,2013,1462754.2797874615,3.084248670129129
45045,2014,2286290.2204067055,4.735951835324775
45045,2015,2748810.8124324344,5.588570013260673
45045,2016,5744715.083234471,11.517856235658547
45045,2017,6277809.079265585,12.386248595239861
47037,2000,866402.5143443093,1.5202951342349842
47037,2001,4612549.754337195,8.151069009938444
47037,2002,3932405.3240022096,6.998724135246921
47037,2003,2717100.677670714,4.870522185366808
47037,2004,10154422.638347793,18.33397544416205
47037,2005,11818963.226667155,21.494886290201244
47037,2006,14401719.07064392,24.88641583458716
47037,2007,8369322.938615377,13.50705577011839
47037,2008,6968062.4588842215,11.128530272404145
47037,2009,6308168.476647538,9.923028545480703
47037,2010,11134460.085164001,17.72627785065265
47037,2011,13969501.357289903,21.98277093086259
47037,2012,4087746.7139796517,6.305380596764824
47037,2013,12164160.836454267,18.469668838622212
47037,2014,20368196.18574067,30.475480829181052
47037,2015,16777695.41903274,24.713458929269354
47037,2016,20682886.9608759,30.220024489525137
47037,2017,34190452.47726634,49.46227661946138
47093,2000,0,0
47093,2001,275759.2994806233,0.71793247491714
47093,2002,326463.10818275076,0.8453826486196585
47093,2003,480810.3635967829,1.2384295454813825
47093,2004,507708.9293519427,1.3007771458524018
47093,2005,722563.3958806715,1.8414794661342047
47093,2006,3046323.619050502,7.394581651080067
47093,2007,83435.16018481662,0.19683953293860112
47093,2008,1414644.1367233281,3.2897247254733584
47093,2009,1831426.9217623705,4.203171545728087
47093,2010,1762073.1558412178,4.068438255218601
47093,2011,3417622.90422972,7.8219182160710785
47093,2012,8420485.166070914,19.080614727643123
47093,2013,10258582.804640261,23.072593809213807
47093,2014,10310669.570080103,22.98185102236986
47093,2015,19586517.66871015,43.39790852848541
47093,2016,8762825.552350378,19.211161576803157
47093,2017,8120012.641710855,17.581112548631307
47157,2000,4098585.777358445,4.566811864167846
47157,2001,5212116.044167,5.81729766441257
47157,2002,6743827.690436361,7.53950817811175
47157,2003,8424529.68840229,9.434367392202319
47157,2004,7461514.254202943,8.370008352832777
47157,2005,12666936.921929928,14.233233053277893
47157,2006,18476520.95299309,20.27183522411079
47157,2007,42620851.8664088,46.830954693340075
47157,2008,26637434.860388912,29.374394023531455
47157,2009,18015853.384598877,19.57751239317789
47157,2010,10153850.736574998,10.929518677087929
47157,2011,16062843.542002372,17.177895066563117
47157,2012,31294488.45209442,33.26497235448468
47157,2013,30493428.756746773,32.458291428362706
47157,2014,23983283.816216554,25.546662948687377
47157,2015,24951764.8842317,26.599072013073346
47157,2016,51704297.732815646,55.32220390135239
47157,2017,109484337.65083082,116.85047472715601
51760,2000,37559.95832992892,0.18989816638823462
51760,2001,218213.08158210147,1.122591134747625
51760,2002,749355.0890112839,3.9238016817293198
51760,2003,687456.9232696621,3.6650647238722462
51760,2004,1370954.3745288572,7.444220109342221
51760,2005,3277956.891510665,18.134605528475603
51760,2006,3170727.4610762876,16.436048690737728
51760,2007,3600362.8260171553,17.990749818947123
51760,2008,6018098.043260171,29.792269597628593
51760,2009,3429241.7344003483,16.772927177662854
51760,2010,4685704.955892168,22.925426299322215
51760,2011,870662.5455609371,4.236120455405882
51760,2012,5222369.3574539265,24.8318871634306
51760,2013,9353803.445283165,43.68608986466632
51760,2014,4364029.59144162,20.03199217564881
51760,2015,5534392.177664515,25.123325166778706
51760,2016,13569404.082438495,60.802993603255345
51760,2017,14411950.105375776,63.4798182871832
MERGED,2000,277460.97662145604,0.2033420031172177
MERGED,2001,326133.3268174191,0.24061283590126975
MERGED,2002,2061121.4748378443,1.5308939171891236
MERGED,2003,6676076.7769190315,4.992297605204606
MERGED,2004,2485562.3920694077,1.8713777211049425
MERGED,2005,13513353.174847174,10.244194949862276
MERGED,2006,7356458.325939169,5.458564556667047
MERGED,2007,22643658.09952754,16.824463230687158
MERGED,2008,12423108.024568746,9.228339830357465
MERGED,2009,38538136.96830581,28.56803543994293
MERGED,2010,24851263.36644854,18.85475397613917
MERGED,2011,44540515.78313944,33.825816365414404
MERGED,2012,47802631.583904624,36.25228959578998
MERGED,2013,53541996.68965484,40.56642120350252
MERGED,2014,33350690.18322328,25.279175759192054
MERGED,2015,39019741.72130479,29.581767534670703
MERGED,2016,44523453.20628288,33.98775803255982
MERGED,2017,29457799.84694524,22.566939681361994
