neighborhood,year,amount_business_1m,all_sb_loans,amount_business_1m_pp,all_sb_loans_pp
Merriwether-Saint Joe-Fairgrounds,2013,3057655.791064681,8150208.593480501,636.4812221200418,1696.5463350292468
Merriwether-Saint Joe-Fairgrounds,2014,1238495.099579472,5831291.381790076,262.44863309588305,1235.704891246043
Merriwether-Saint Joe-Fairgrounds,2015,2155019.99817773,6992285.217822781,479.3193946124844,1555.2235804765971
Merriwether-Saint Joe-Fairgrounds,2016,1839137.2795746995,9676499.814272756,393.48251595522026,2070.282373614197
Merriwether-Saint Joe-Fairgrounds,2017,2683831.7782776495,13717135.651562039,574.20448829218,2934.774422670526
Merriwether-Saint Joe-Fairgrounds,2018,2928000,11351000,626.4441591784339,2428.540864356012
Middletown-Anchorage-Tom Sawyer,2012,4466286.042214115,10493251.771373907,188.53043656454687,442.9401338697301
Middletown-Anchorage-Tom Sawyer,2013,3663302.481367818,11281229.804925354,153.8620891834104,473.8220758925345
Middletown-Anchorage-Tom Sawyer,2014,2289067.2201923872,9997827.348837392,94.41009734357779,412.3495565799469
Middletown-Anchorage-Tom Sawyer,2015,3925749.6988440487,12855205.490984896,158.1305767680677,517.8121924991902
Middletown-Anchorage-Tom Sawyer,2016,4810916.56078773,14395500.438671328,196.68505972149345,588.5323155630142
Middletown-Anchorage-Tom Sawyer,2017,4008736.8854521066,15052415.32567076,163.8894883668073,615.3890157674064
Middletown-Anchorage-Tom Sawyer,2018,3797619.051512674,13365172.240392478,155.25834225317556,546.4093311689484
Minor Lane Heights,2012,901973.646042297,1357798.229977856,597.3335404253622,899.2041258131496
Minor Lane Heights,2013,106205.48075945402,1438022.2094830074,100.95578018959507,1366.9412637671173
Minor Lane Heights,2014,112019.42151733181,731790.4265478031,109.71539815605466,716.7389094493664
Minor Lane Heights,2015,119490.40845927103,1438077.547422104,138.61996340982716,1668.3034192831833
Minor Lane Heights,2016,262733.8970820999,2501683.6287382557,302.6888215231566,2882.12399624223
Minor Lane Heights,2017,6122.810140557374,474517.78589319653,7.0539287333610305,546.6794768354798
Minor Lane Heights,2018,17000,403000,19.5852534562212,464.2857142857143
Newburg,2012,1429799.0263418183,5242494.605962878,58.188142045491546,213.35237693158385
Newburg,2013,1376165.8403511615,5444332.187633947,53.45786584124467,211.48786806642374
Newburg,2014,1136526.05934887,4939399.2064296855,44.14550628661372,191.8585824987254
Newburg,2015,784675.8590135244,4872658.637200885,29.924332965201906,185.82330246361397
Newburg,2016,1151110.32019502,5871857.429778219,43.37919506312255,221.278920326282
Newburg,2017,1119896.7620035245,5734674.524209503,42.20292289732908,216.1092298842894
Newburg,2018,1184425.761230027,5835146.442568586,44.63467595832179,219.89547944560545
Oakdale,2012,45192.431721313056,130494.90906821216,8.491625652257245,24.51990023829616
Oakdale,2013,60751.02298713287,108074.77162045667,11.82156508798071,21.030311659944868
Oakdale,2014,52560.21087502539,226425.57598103763,9.64938697907571,41.568859185062905
Oakdale,2015,79892.98052566548,172501.88657232403,14.855518877959367,32.07547165718186
Oakdale,2016,88967.56790193621,888132.7810859641,16.80853351633029,167.7938373485668
Oakdale,2017,113617.67053317936,257860.18833592784,21.465647181783368,48.71720920761909
Oakdale,2018,30000,144680.52144341584,5.667863215567731,27.334313516609832
Okolona,2012,737598.8439740215,1204445.8778584315,40.78060728556541,66.59179951669329
Okolona,2013,598130.962375707,1247666.4940261075,31.759728262927148,66.24895099166928
Okolona,2014,585547.0475384471,940325.0964792616,32.79640682975507,52.66747487841725
Okolona,2015,718136.7960610992,1177474.5020907454,41.165766469538504,67.49638876989083
Okolona,2016,1002129.8027456818,1564190.8891323619,57.16003894282922,89.21919285491455
Okolona,2017,1285055.5110405108,1912969.387879831,73.2977133835564,109.11301550763353
Okolona,2018,1053457.7344284737,1417282.2267853068,60.08771015448744,80.83973458734353
Old Louisville-Limerick,2012,970444.7226273193,1585596.7571135212,118.4480315668643,193.5306672907996
Old Louisville-Limerick,2013,1025788.2245863251,2337480.483951743,122.86360337601211,279.9713120076348
Old Louisville-Limerick,2014,927895.0432156355,1813925.2880337446,114.44191455545578,223.72043512996356
Old Louisville-Limerick,2015,823452.1789988981,2128190.518267818,101.24826988797469,261.6734929629679
Old Louisville-Limerick,2016,1114525.1072232055,3238378.29411811,140.13895476212818,407.18952522546334
Old Louisville-Limerick,2017,1477740.4455545682,4388307.6411035415,185.80918465416423,551.7801635990874
Old Louisville-Limerick,2018,737532.0005029548,4454378.850748145,92.73632597799005,560.0878725950138
Oxmoor,2012,5298225.004766292,8927090.761293653,509.1509710519212,857.8791813659094
Oxmoor,2013,1408176.6744823016,5198683.937299075,135.21957696200323,499.2014535528207
Oxmoor,2014,2153087.272316908,5523798.431246603,205.95822386807998,528.39089642688
Oxmoor,2015,2555580.5038644806,6253331.376035184,243.24961963301737,595.2152461484088
Oxmoor,2016,3494811.0915928804,9511312.263173394,321.865084876854,875.9727632320311
Oxmoor,2017,3940442.4149292274,11375035.211394845,362.90683504597786,1047.6179048991385
Oxmoor,2018,3109000.9209799226,10982538.957450727,286.3327427684585,1011.4697879398349
Park DuValle,2012,191486.59662683445,637077.1844395939,35.87234856253924,119.34754298231434
Park DuValle,2013,45202.00809305745,704200.7688242485,7.820416625096445,121.83404304917794
Park DuValle,2014,296110.02046168945,1049987.2794502845,51.37231444512308,182.16295618499038
Park DuValle,2015,90293.33246792223,842199.3604823799,16.348602655788923,152.4894731997791
Park DuValle,2016,76431.44994963311,1045251.3905522465,14.057651269014734,192.2478187515627
Park DuValle,2017,108614.28247959315,442581.08657718834,19.976877410261753,81.40170803332506
Park DuValle,2018,44481.14769174177,690872.7239286371,8.181193248435124,127.06873715810872
Park Hill-Algonquin,2012,570651.6553674603,1642608.1427039986,63.738596600855615,183.47013768613857
Park Hill-Algonquin,2013,528673.5710749527,1697614.8480429559,55.030037584568824,176.70603185624606
Park Hill-Algonquin,2014,152808.0143239932,1970019.033949795,15.716138467961864,202.61432006065976
Park Hill-Algonquin,2015,467638.8055530179,2114955.3613542267,47.57745503642465,215.17502913360735
Park Hill-Algonquin,2016,148771.46113815278,1462812.9371999397,14.325610124039748,140.8582510543996
Park Hill-Algonquin,2017,427856.48950859066,2389217.994419865,41.199469379739114,230.064323006246
Park Hill-Algonquin,2018,136277.61194029852,3214211.9402985075,13.122543277833271,309.5052422049598
Parkland,2012,103205.5661740888,1506156.2313531085,39.22674503006036,572.4653102824434
Parkland,2013,2124.10961518908,1080109.7393236475,0.7760722013843917,394.6327144039633
Parkland,2014,108878.69007292062,260680.70988612727,41.699996197978024,99.83941397400508
Parkland,2015,0,112153.2781152807,0,36.84404668701731
Parkland,2016,77885.54261327074,148501.76791596954,28.539956985441822,54.416184652242414
Parkland,2017,248994.27904933327,286751.60824943706,91.24011691071208,105.0757084094676
Parkland,2018,21000,40000,7.6951264199340415,14.657383657017222
Phoenix Hill-Nulu-Butchertown,2012,6475074.219443093,15859255.335418314,1457.365343111207,3569.492535543172
Phoenix Hill-Nulu-Butchertown,2013,4239722.791917404,16231383.624467358,843.8938678179546,3230.7690335325156
Phoenix Hill-Nulu-Butchertown,2014,6584020.0179672865,16433353.827640722,1352.7881688858201,3376.485273811531
Phoenix Hill-Nulu-Butchertown,2015,5557352.154833816,16619648.390615802,1121.1119941161621,3352.7634437393185
Phoenix Hill-Nulu-Butchertown,2016,5814415.374556038,20720669.756834544,1142.321291661304,4070.858498395785
Phoenix Hill-Nulu-Butchertown,2017,9152580.691776516,20973686.13647929,1798.1494482861524,4120.56702091931
Phoenix Hill-Nulu-Butchertown,2018,6318000,19024000,1241.2573673870334,3737.524557956778
Pleasure Ridge Park,2012,648490.5806880806,1134396.0771543533,20.5817754439533,36.00343014962401
Pleasure Ridge Park,2013,499443.27166730934,783820.6290009891,15.749843009280985,24.717625713506013
Pleasure Ridge Park,2014,779415.9033964722,1290181.1111049782,24.452263635967757,40.47627015231304
Pleasure Ridge Park,2015,490978.53359855217,1144377.4795629603,15.480956443277698,36.083161896987555
Pleasure Ridge Park,2016,584248.3357772744,1039853.1121373175,18.788536653501236,33.440092363561796
Pleasure Ridge Park,2017,444955.3137864994,836552.2353164408,14.309085213098127,26.90224579741577
Pleasure Ridge Park,2018,813654.1998970929,1272897.1250321586,26.165879852620687,40.934432886292726
Poplar Level-Audubon,2012,567630.6139574884,1545933.376649372,115.8193458391121,315.4322335542485
Poplar Level-Audubon,2013,165680.54998474827,1013200.2864451915,32.321605537406995,197.65904924798897
Poplar Level-Audubon,2014,299416.39770053176,769479.2038807372,61.205314329626276,157.29337773522838
Poplar Level-Audubon,2015,590114.9119523648,1029294.5711140715,118.44940023130567,206.60268388479957
Poplar Level-Audubon,2016,1096628.4399948518,3140345.0781670758,225.55089263571614,645.895738002278
Poplar Level-Audubon,2017,1640913.1176693765,4448221.567114932,337.4975560817311,914.8954272140955
Poplar Level-Audubon,2018,2017000,5272000,414.8498560263266,1084.3274372686137
Portland,2012,290571.82653763227,698186.6879839401,29.200263947104037,70.16246487628783
Portland,2013,308888.4360273573,1085839.498024473,29.069116885691447,102.18704103373545
Portland,2014,283588.4266688207,1079530.8213432173,26.832096382706094,102.14124527800334
Portland,2015,205543.15275670588,956464.1715175799,20.115791031190632,93.60581048322372
Portland,2016,333153.79296485696,1634904.2157116178,32.90732842402775,161.48797073405945
Portland,2017,516680.0427561559,1494074.3334118219,51.03516819005886,147.5774726799508
Portland,2018,430846.8984591071,1244930.264717503,42.556983253566486,122.96822053709037
Riverport,2012,2352811.1946907253,5662823.948061432,248.31780418899476,597.6595195843199
Riverport,2013,634600.3634930181,4690505.444708767,71.31142414799619,527.0823064061992
Riverport,2014,901857.4813990432,4674977.33386058,102.02007708133974,528.843589803233
Riverport,2015,748182.9476392575,4065161.2893068627,83.83002214445463,455.4802565049706
Riverport,2016,597679.9758198791,5587278.853038991,64.08062354667943,599.0435137813864
Riverport,2017,746556.7940707807,4589772.574253674,80.0425425185784,492.0952690311648
Riverport,2018,595006.4329366356,4498004.503055645,63.79397801400617,482.2562992447352
Rubbertown,2012,1911123.4276988741,2783358.4702355117,366.04547552171505,533.1083068828791
Rubbertown,2013,478938.39724810957,2483489.835025666,90.7940089569876,470.803760194439
Rubbertown,2014,522318.54895400355,4548643.049541999,100.65880689034564,876.5933801391402
Rubbertown,2015,691633.6144042662,3711580.5289009684,131.76483414064893,707.1024059632251
Rubbertown,2016,729284.6202045492,4721599.797015183,140.2200769476157,907.8253791607734
Rubbertown,2017,501579.1312439655,4147480.654237809,96.43897928166996,797.4390798380714
Rubbertown,2018,759960.9690444146,5225507.210151894,146.1182405392068,1004.712018871735
Russell,2012,2117817.7837411053,3852054.5421318626,207.91456742009674,378.17146496484025
Russell,2013,743761.7923191176,2483926.240397552,70.62594172624799,235.8680315637216
Russell,2014,1432297.8385628841,5300958.179156716,137.36432708956403,508.3876646357261
Russell,2015,349684.4054185074,3258186.701412642,32.800338187647256,305.61736248125334
Russell,2016,424245.31766055396,4922949.640903618,41.18086950694564,477.8634867893242
Russell,2017,486657.3178797967,5651607.143354783,47.23911064645668,548.5931997044053
Russell,2018,826617.7441273539,4767431.275480489,80.23856961049835,462.7675476102203
Schnitzelburg,2012,295281.38929518644,432842.6743517445,70.7939077667673,103.77431655520128
Schnitzelburg,2013,405463.6181401445,488721.2468873328,96.97766518539692,116.89099423279904
Schnitzelburg,2014,765620.6468469759,1000681.6333486286,178.7997774047118,233.69491670916128
Schnitzelburg,2015,874605.679941088,1047498.2539099212,206.9582773168689,247.86991337196432
Schnitzelburg,2016,418245.36383326387,489284.206710938,99.01642136204164,115.83432924027889
Schnitzelburg,2017,875784.3527882878,1192591.2183434512,207.33531079268178,282.3369361608549
Schnitzelburg,2018,584259.2329545454,746612.9261363636,138.31894719567836,176.75495410425276
Seneca Gardens-Strathmoor-Kingsley,2012,353694.0757424502,545054.3963569065,175.35650755699066,270.230241128858
Seneca Gardens-Strathmoor-Kingsley,2013,461993.84130362497,678653.0220529112,232.27443001690546,341.20312823173015
Seneca Gardens-Strathmoor-Kingsley,2014,483672.6424393205,588363.6905863596,239.6792083445592,291.5578248693556
Seneca Gardens-Strathmoor-Kingsley,2015,482154.27974793577,645667.4702711487,233.26283490466173,312.3693615245035
Seneca Gardens-Strathmoor-Kingsley,2016,210810.2020065861,724854.7832541729,99.72100378741064,342.8830573576977
Seneca Gardens-Strathmoor-Kingsley,2017,244912.405622295,316345.1905954644,115.8526043624858,149.64294730154418
Seneca Gardens-Strathmoor-Kingsley,2018,484000,1918000,228.94985808893094,907.2847682119206
Shawnee,2012,37182.6965262828,48625.228470778486,3.0251970162137174,3.9561653625236746
Shawnee,2013,19480.84180567043,44247.39358052242,1.5644749281778372,3.553436683305687
Shawnee,2014,150119.25413938286,153189.88112605287,12.364653170198736,12.617567014747786
Shawnee,2015,215251.99166593284,347121.3792322501,18.17546159469162,29.310257471269956
Shawnee,2016,85343.24684880821,95748.19595547816,7.414704330912963,8.318696434012004
Shawnee,2017,69795.95727529838,114331.99799765438,6.063940684213587,9.933275238718887
Shawnee,2018,56682.363162467416,71206.25543006082,4.924618867286482,6.186468760213798
Shelby Park,2012,552579.8022237672,3549841.453196263,178.30906815868576,1145.4796557587167
Shelby Park,2013,1544227.6902424614,5394176.36777267,474.1257876089842,1656.1794190275316
Shelby Park,2014,1292934.4446159326,3323940.7786684902,388.26860198676656,998.1804140145616
Shelby Park,2015,1634083.743754417,4029132.7203284022,492.9362726257668,1215.424651682776
Shelby Park,2016,1909753.5048773983,7976518.037500433,631.7411527877599,2638.610002481122
Shelby Park,2017,366348.14007668296,4616598.8459802605,121.18694676701388,1527.1580701224811
Shelby Park,2018,599000,4313000,198.1475355607013,1426.7284154813099
Shively,2012,1335756.6082428158,2284227.73033748,56.06768839165614,95.87927007796677
Shively,2013,734881.4211434452,1905994.3878923794,31.454925358192234,81.58174840099214
Shively,2014,386563.41528547794,1358098.9544956174,16.349323942035102,57.439475321249255
Shively,2015,623016.7363790473,1700223.3006183968,26.154096653333077,71.37497588759484
Shively,2016,1006167.777462664,2624395.495814465,42.46687956200835,110.76670306902734
Shively,2017,644665.3467152007,1884193.5836454628,27.209105926442437,79.5253274657267
Shively,2018,506791.66842527327,1881921.7912463597,21.389932403041964,79.42944292602708
Six Mile,2012,858070.8611082346,1462344.7286873609,63.63150620009156,108.44232322486918
Six Mile,2013,620928.0749065063,1459200.0742385143,48.57831911332392,114.1605440649753
Six Mile,2014,817351.0744019941,2286455.665911204,61.95808629487524,173.32138158817497
Six Mile,2015,823444.7240051604,1745965.7860781508,61.090935826482706,129.53229364775953
Six Mile,2016,778512.1655229717,1739469.5562616298,57.159483518573545,127.7143580221461
Six Mile,2017,792706.1131682707,1699549.2893881851,58.201623580636614,124.78335458063033
Six Mile,2018,1705084.4346549192,2537669.7503671073,125.18975291152124,186.31936493150567
Smoketown,2012,3935787.268368116,7780194.608352923,2137.852943165734,4226.069857877742
Smoketown,2013,769989.7355060417,4372479.642866722,470.94173425445973,2674.2994757594633
Smoketown,2014,1023878.450878042,5635519.121755113,577.4836158364591,3178.5217832798153
Smoketown,2015,1310201.8471411297,4789049.791670257,633.8663991974503,2316.90846234652
Smoketown,2016,1545249.1654472912,6570424.374855519,724.109262158993,3078.9242618816866
Smoketown,2017,1162313.4583491418,6496301.559131375,544.6642260305257,3044.190046453315
Smoketown,2018,1578000,6690000,739.456419868791,3134.9578256794753
SoBro,2012,808443.601697029,8259670.4678700445,446.65392358951874,4563.353849651959
SoBro,2013,678653.0220529112,6443486.517676075,373.7076112626163,3548.1753951960764
SoBro,2014,308838.5920337652,6033345.104713862,162.20514287487669,3168.773689450558
SoBro,2015,378386.2934543583,5363442.281456929,191.68505240848953,2717.0426957735203
SoBro,2016,1657404.3468104012,6420884.133038039,874.1584107649795,3386.5422642605695
SoBro,2017,1474576.7755175678,5579920.974761288,777.7303668341602,2942.9962947053205
SoBro,2018,632000,7173000,333.3333333333333,3783.227848101266
South Louisville,2012,45152.435201163855,357994.3076663705,26.78080379665709,212.33351581635262
South Louisville,2013,7434.383653161782,21241.0961518908,4.569381470904599,13.055375631155993
South Louisville,2014,30360.40396264133,94221.943332335155,17.25022952422803,53.53519507519043
South Louisville,2015,199150.68076545172,204391.48815401623,111.25736355611828,114.18518891285822
South Louisville,2016,16615.582424164422,127732.289885764,9.739497317798607,74.87238563057679
South Louisville,2017,6122.810140557375,15307.025351393437,3.58898601439471,8.972465035986774
South Louisville,2018,21000,160000,12.3094958968347,93.78663540445487
Southland Park,2012,2486609.110006952,9487386.68214931,1467.0260236029217,5597.278278554165
Southland Park,2013,554392.60956435,7527844.476230101,333.77038504777244,4532.115879729139
Southland Park,2014,1443689.5539476688,9291330.523049718,923.0751623706321,5940.7484162721985
Southland Park,2015,2279751.214025566,10996262.062686075,1370.8666350123667,6612.304307087236
Southland Park,2016,888933.6596927965,9870694.433855178,547.372943160589,6078.013813950232
Southland Park,2017,939851.356575557,8919913.906435335,578.7262047879045,5492.5578241596895
Southland Park,2018,1751000,12775000,1078.2019704433499,7866.379310344828
Southside,2012,289190.5968836447,3166045.7539863703,64.00854291359998,700.7626724184087
Southside,2013,48854.521149348846,4949175.4033905575,11.151454268283233,1129.6908019608668
Southside,2014,182162.42377584797,1982848.45190492,43.90513949767365,477.9099667160569
Southside,2015,66034.17309591293,3557460.0553575954,16.85835412200994,908.2103792079641
Southside,2016,380081.44795276114,3378155.6016129293,103.59265411631539,920.7292454655027
Southside,2017,83678.40525428412,2796083.2975212014,22.806869788575668,762.0832100085041
Southside,2018,213000,3127000,58.0539656582175,852.2758244753339
Southwest Dixie,2012,1122797.9337259426,1490689.7776608516,115.35990277673304,153.15830449613188
Southwest Dixie,2013,270287.03812506277,1374102.51363141,28.926266922630862,147.0572039417177
Southwest Dixie,2014,257262.48964157252,739256.3938670891,28.270603257315663,81.23696635902077
Southwest Dixie,2015,315517.2102559331,821569.9792763365,34.080493654777825,88.74162662306507
Southwest Dixie,2016,1441188.3560180247,2254794.437741094,157.62751350957288,246.61428827967777
Southwest Dixie,2017,271945.3858638951,1166093.0865273443,29.743561835709844,127.53943853520117
Southwest Dixie,2018,190609.09985781473,781181.3409165482,20.84754455406483,85.44037415690126
St Andews,2012,351872.430264581,560844.0915889561,38.20547559876015,60.89512395102672
St Andews,2013,535841.4193765433,609811.2227513413,59.87054965101042,68.13533215098785
St Andews,2014,340401.99131329625,759276.5853704074,37.509861301740635,83.6668413631303
St Andews,2015,228966.40253495864,689700.2389606033,23.712344918699113,71.42711671091583
St Andews,2016,837676.6619927738,1046946.4712928766,82.66002190574045,103.31028925329353
St Andews,2017,1338661.950468968,1672531.1223406745,132.09610721027906,165.0415553918171
St Andews,2018,939407.736333136,1195532.662324847,92.69861222943912,117.97243559550493
St. Matthews,2012,2939000.1382626924,5725150.107252339,140.93896025812558,274.5480318060873
St. Matthews,2013,1713753.760526746,5619183.475688857,81.31690441408048,266.62792292711066
St. Matthews,2014,1523035.2620671503,8103286.352269581,72.78543665792833,387.2538280654519
St. Matthews,2015,1448232.1838370373,6085264.747964816,69.11153346872047,290.3967906449447
St. Matthews,2016,3027102.482233806,8093519.046359101,146.01816035086614,390.40659140220447
St. Matthews,2017,2665920.542882632,7911971.305281682,128.595848868006,381.6492839362154
St. Matthews,2018,2608579.51859534,7091881.674786552,125.82989332860645,342.0906697596137
Taylor Berry,2012,339211.6737682433,544096.753168041,35.69146399076634,57.24923749663731
Taylor Berry,2013,188019.90867267028,702056.286422725,20.479240678866166,76.46838976393911
Taylor Berry,2014,154064.0981713953,418598.6827009954,16.173010515577925,43.94275484998902
Taylor Berry,2015,313899.0141209051,704947.5854732081,34.74255828676315,78.02408250948623
Taylor Berry,2016,539879.7441916097,845625.0023727892,63.08480301374266,98.81105426183562
Taylor Berry,2017,192226.40420190291,833481.8989784872,22.461603669303916,97.39213589372368
Taylor Berry,2018,448835.7092778687,1190635.4288385136,52.44633200255535,139.1254298712916
Tyler Park,2012,1998532.7866419905,4705528.7827498615,804.2385459323906,1893.5729508047732
Tyler Park,2013,944166.7239515462,2934457.4333837144,387.5889671393868,1204.6212780721323
Tyler Park,2014,699336.2016222209,1953534.958423749,269.07895406780335,751.6486950456903
Tyler Park,2015,2496720.639912137,3336297.9835601724,962.1274142243302,1285.66396283629
Tyler Park,2016,832856.0690112415,1622096.2341590514,308.3510066683604,600.5539556308966
Tyler Park,2017,973526.8123486226,2266460.2203629883,360.4319927244067,839.1189264579742
Tyler Park,2018,1734000,2127000,641.9844502036283,787.4861162532395
University,2012,3225.173942940275,1384674.6795023582,1.3376913906844774,574.315503733869
University,2013,7434.383653161782,1553786.1835108122,2.9454768831861258,615.6046685859003
University,2014,561144.0180681294,1135897.8723953739,195.1805280236972,395.09491213752136
University,2015,119490.40845927103,186572.7430328969,39.254404881495084,61.291965516720396
University,2016,65423.855795147414,1677135.3509390964,18.351712705511197,470.44469872064417
University,2017,968424.4705648246,1286810.5978738084,271.64781783024534,360.95668944566853
University,2018,374000,1508000,104.90883590462833,423.0014025245442
Valley Station,2012,887530.1655604248,1333781.99688324,35.48417421879197,53.32568354722693
Valley Station,2013,534782.6969974304,951420.5456988574,21.129304504047035,37.5906971828865
Valley Station,2014,448285.36566348997,1027162.0983933283,18.31680010065743,41.969522693198016
Valley Station,2015,796389.9907327254,1336181.3238032137,32.44347540362266,54.433589595600836
Valley Station,2016,624109.3696042256,1338878.233489984,25.25122874268594,54.17050629106587
Valley Station,2017,500583.5353073853,1358425.5857462487,20.253420266523115,54.96138476073186
Valley Station,2018,815855.518692345,1863150.9548470627,33.009205320130484,75.38238205401613
Westport-Brownsboro-Summit,2012,2424671.7468091943,3964400.1867055134,129.41245446248902,211.59266581476908
Westport-Brownsboro-Summit,2013,1527705.8238602185,2929316.272021615,81.52112187087612,156.31356841097198
Westport-Brownsboro-Summit,2014,1440457.9933771288,3300285.4646389354,76.90645987064222,176.20317483389937
Westport-Brownsboro-Summit,2015,2454954.5297162947,4753429.314870209,130.22249786316013,252.1445636998838
Westport-Brownsboro-Summit,2016,2006695.3871159789,5083761.816938479,107.93907735549345,273.45284368449677
Westport-Brownsboro-Summit,2017,2110909.357630686,3816900.53798124,113.54469138995675,205.30904943151202
Westport-Brownsboro-Summit,2018,2558940.831585176,4566330.482491529,137.64406603115356,245.6204874665983
Wilder Park,2012,223612.0600438591,1050331.6474175497,82.51367529293694,387.57625365961246
Wilder Park,2013,456683.56726565224,739190.1460858,163.21785820788142,264.1851844481058
Wilder Park,2014,175880.96088702563,1057379.5862850945,64.47249299377772,387.6024876411637
Wilder Park,2015,562862.7135318293,2184368.5195536916,220.04015384356111,853.9360905213806
Wilder Park,2016,638661.4494288199,2198449.2494972553,243.85698718168,839.4231575018157
Wilder Park,2017,206134.60806543162,2245030.3848710377,78.70737230447942,857.2090052963107
Wilder Park,2018,136000,2974000,51.92821687667048,1135.5479190530737
Wolf Creek-Wolf Pen Branch-Norton Commons,2012,3021729.6574959187,5182505.36854652,349.2521564373461,598.9950726475405
Wolf Creek-Wolf Pen Branch-Norton Commons,2013,2241404.2121381047,3981895.0389552736,260.5072306064743,462.7957971821564
Wolf Creek-Wolf Pen Branch-Norton Commons,2014,2055861.5271906084,3492574.1215341333,228.5052269857295,388.1931890112408
Wolf Creek-Wolf Pen Branch-Norton Commons,2015,2073706.0571376812,4331536.159733007,216.23629375783955,451.67217515464097
Wolf Creek-Wolf Pen Branch-Norton Commons,2016,3548610.4413926224,6625864.629119264,370.07096062077613,690.9859869766674
Wolf Creek-Wolf Pen Branch-Norton Commons,2017,5304046.629077748,8058739.606600737,553.1386619123734,840.4150178955822
Wolf Creek-Wolf Pen Branch-Norton Commons,2018,2587752.8417978934,6449377.098758995,269.8668100738235,672.5807799310663
